uniqueID,DELETE_UseName,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,division,state,DELETE_electionDate,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
parkhillrobert1927,Robert,Parkhill,Robert Archdale,,,Later Sir Archdale,Warringah,NSW,21.5.1927,1927-5-21,21,5,1927,Yes,Defeated,,1937-10-23,1937,10,23,
parsonswalter1925,Walter,Parsons,Walter Langdon,,,,Angas,SA,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1929-10-12,1929,10,12,
pasinantony2013,Antony,Pasin,Antony,,,,Barker,SA,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
patersonalexander1901,Alexander,Paterson,Alexander,,,,Capricornia,QLD,30.3.1901,1901-3-30,30,3,1901,No,Retired,,1903-11-23,1903,11,23,
patersonthomas1922,Thomas,Paterson,Thomas,,,,Gippsland,VIC,16.12.1922,1922-12-16,16,12,1922,No,Retired,,1943-7-7,1943,7,7,
pattenrobert1913,Robert,Patten,Robert,,,,Hume,NSW,31.5.1913,1913-5-31,31,5,1913,No,Retired,,1917-3-26,1917,3,26,
pattersonrex1966,Rex,Patterson,Rex Alan,,,,Dawson,QLD,26.2.1966,1966-2-26,26,2,1966,Yes,Defeated,,1975-12-13,1975,12,13,
peacockandrew1966,Andrew,Peacock,Andrew Sharp,,,,Kooyong,VIC,2.4.1966,1966-4-2,2,4,1966,Yes,Resigned,,1994-9-17,1994,9,17,
pearcechristopher2001,Christopher,Pearce,Christopher John,,,,Aston,VIC,14.7.2001,2001-7-14,14,7,2001,Yes,Retired,,2010-7-19,2010,7,19,
pearcehenry1949,Henry,Pearce,Henry George,,,,Capricornia,QLD,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1961-12-9,1961,12,9,
pearsallthomas1966,Thomas,Pearsall,Thomas Gordon,,,,Franklin,TAS,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1969-10-25,1969,10,25,
perkinsjohn1926,John,Perkins,John Arthur,,,,Eden-Monaro,NSW,6.3.1926,1926-3-6,6,3,1926,Yes,Defeated,,1929-10-12,1929,10,12,
,,,,,,,Eden-Monaro,NSW,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1943-8-21,1943,8,21,
perrettgraham2007,Graham,Perrett,Graham Douglas,,,,Moreton,QLD,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
petersedward1949,Edward,Peters,Edward William,,,,Burke,VIC,10.12.1949,1949-12-10,10,12,1949,No,Until elected for Scullin ,1,1955-12-10,1955,12,10,
,,,,,,,Scullin,VIC,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1969-9-29,1969,9,29,
pettittjohn1963,John,Pettitt,John Alexander,,,,Hume,NSW,30.11.1963,1963-11-30,30,11,1963,No,Defeated,,1972-12-2,1972,12,2,
phillipspharez1901,Pharez,Phillips,Pharez,,,,Wimmera,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1906-11-5,1906,11,5,
piessefrederick1901,Frederick,Piesse,Frederick William,,,,Tasmania,TAS,29.3.1901,1901-3-29,29,3,1901,No,Died,,1902-3-6,1902,3,6,
pigotthenry1913,Henry,Pigott,Henry Robert Maguire,,,,Calare,NSW,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1919-12-13,1919,12,13,
pittkeith2013,Keith,Pitt,Keith John,,,,Hinkler,QLD,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
pittardalan1949,Alan,Pittard,Alan Crocker,,,,Ballaarat,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,Ballarat from federal redistribution 1977
plibersektanya1998,Tanya,Plibersek,Tanya Joan,,,,Sydney,NSW,3.10.1998,1998-10-3,3,10,1998,No,,,,,,,
pollardreginald1937,Reginald,Pollard,Reginald Thomas,,,,Ballaarat,VIC,23.10.1937,1937-10-23,23,10,1937,No,Until elected for Lalor ,1,1949-12-10,1949,12,10,Ballarat from federal redistribution 1977
,,,,,,,Lalor,VIC,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1966-11-26,1966,11,26,
portercharles2013,Charles,Porter,Charles Christian,,,,Pearce,WA,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
porterjames1975,James,Porter,James Robert,,,,Barker,SA,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1990-2-19,1990,2,19,
poyntonalexander1901,Alexander,Poynton,Alexander,,,,South Australia,SA,30.3.1901,1901-3-30,30,3,1901,No,Until elected for Grey ,1,1903-12-16,1903,12,16,
,,,,,,,Grey,SA,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1922-12-16,1922,12,16,
prattmichael1988,Michael,Pratt,Michael Philip,,,,Adelaide,SA,6.2.1988,1988-2-6,6,2,1988,Yes,Defeated,,1990-3-24,1990,3,24,
prattenfrederick1928,Frederick,Pratten,Frederick Graham,,,,Martin,NSW,16.6.1928,1928-6-16,16,6,1928,Yes,Defeated,,1929-10-12,1929,10,12,
prattenherbert1921,Herbert,Pratten,Herbert Edward,,,,Parramatta,NSW,10.12.1921,1921-12-10,10,12,1921,Yes,Until elected for Martin ,1,1922-12-16,1922,12,16,
,,,,,,,Martin,NSW,16.12.1922,1922-12-16,16,12,1922,No,Died,,1928-5-7,1928,5,7,
prenticejane2010,Jane,Prentice,Jane,,,,Ryan,QLD,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
pricearchibald1941,Archibald,Price,Archibald Grenfell,,,,Boothby,SA,24.5.1941,1941-5-24,24,5,1941,Yes,Defeated,,1943-8-21,1943,8,21,
pricejohn1928,John,Price,John Lloyd,,,,Boothby,SA,17.11.1928,1928-11-17,17,11,1928,No,Died,,1941-4-23,1941,4,23,
priceleo1984,Leo,Price,Leo Roger Spurway,,,,Chifley,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2010-7-19,2010,7,19,
pricemelissa2013,Melissa,Price,Melissa Lee,,,,Durack,WA,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
prossergeoffrey1987,Geoffrey,Prosser,Geoffrey Daniel,,,,Forrest,WA,11.7.1987,1987-7-11,11,7,1987,No,Retired,,2007-10-17,2007,10,17,
prowsejohn1919,John,Prowse,John Henry,,,,Swan,WA,13.12.1919,1919-12-13,13,12,1919,No,Until elected for Forrest ,1,1922-12-16,1922,12,16,
,,,,,,,Forrest,WA,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1943-8-21,1943,8,21,
punchgary1983,Gary,Punch,Gary Francis,,,,Barton,NSW,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1996-1-29,1996,1,29,
pynechristopher1993,Christopher,Pyne,Christopher Maurice,,,,Sturt,SA,13.3.1993,1993-3-13,13,3,1993,No,,,,,,,
quickharry1993,Harry,Quick,Harry Vernon,,,,Franklin,TAS,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2007-10-17,2007,10,17,
quickjohn1901,John,Quick,John,Sir,,,Bendigo,VIC,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1913-5-31,1913,5,31,
ragusebrett2007,Brett,Raguse,Brett Blair,,,,Forde,QLD,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2010-8-21,2010,8,21,
ramseyrowan2007,Rowan,Ramsey,Rowan Eric,,,,Grey,SA,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
randalldonald1996,Donald,Randall,Donald James,,,,Swan,WA,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
,,,,,,,Canning,WA,10.11.2001,2001-11-10,10,11,2001,No,Died,,2015-7-21,2015,7,21,
rankingeorge1937,George,Rankin,George James,,,,Bendigo,VIC,23.10.1937,1937-10-23,23,10,1937,No,Retired,,1949-10-31,1949,10,31,
reakerry2007,Kerry,Rea,Kerry Marie,,,,Bonner,QLD,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2010-8-21,2010,8,21,
reevesjohn1983,John,Reeves,John Edward,,,,Northern Territory,NT,5.3.1983,1983-3-5,5,3,1983,No,Defeated,,1984-12-1,1984,12,1,
reidgeorge1901,George,Reid,George Houstoun,,,Later Sir George,East Sydney,NSW,29.3.1901,1901-3-29,29,3,1901,No,Resigned,,1903-8-18,1903,8,18,
,,,,,,,East Sydney,NSW,4.9.1903,1903-9-4,4,9,1903,Yes,Resigned,,1909-12-24,1909,12,24,
reidleonard1969,Leonard,Reid,Leonard Stanley,,,,Holt,VIC,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
reidnicholas1990,Nicholas,Reid,Nicholas Bruce,,,,Bendigo,VIC,24.3.1990,1990-3-24,24,3,1990,No,Retired,,1998-8-31,1998,8,31,
reithpeter1982,Peter,Reith,Peter Keaston,,,,Flinders,VIC,4.12.1982,1982-12-4,4,12,1982,Yes,Defeated,,1983-3-5,1983,3,5,
,,,,,,,Flinders,VIC,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2001-10-8,2001,10,8,
reynoldsleonard1958,Leonard,Reynolds,Leonard James,,,,Barton,NSW,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1966-11-26,1966,11,26,
,,,,,,,Barton,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1975-11-11,1975,11,11,
richardsonkym2004,Kym,Richardson,Kym Charles,,,,Kingston,SA,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2007-11-24,2007,11,24,
richardsonpeter1975,Peter,Richardson,Peter Anthony,,,,Tangney,WA,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1977-11-10,1977,11,10,
riggalljohn1990,John,Riggall,John Peter,,,,McMillan,VIC,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1993-3-13,1993,3,13,
rileyedward1910,Edward,Riley,Edward,,,,South Sydney,NSW,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1931-12-19,1931,12,19,
rileyedwardcharles1922,Edward Charles,Riley,Edward Charles,,Edward Charles,,Cook,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1934-9-15,1934,9,15,
riordandavid1929,David,Riordan,David,,,,Kennedy,QLD,12.10.1929,1929-10-12,12,10,1929,No,Died,,1936-10-15,1936,10,15,
riordanjoseph1972,Joseph,Riordan,Joseph Martin,,,,Phillip,NSW,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1975-12-13,1975,12,13,
riordanwilliam1936,William,Riordan,William James Frederick,,,,Kennedy,QLD,12.12.1936,1936-12-12,12,12,1936,Yes,Retired,,1966-10-31,1966,10,31,
ripollbernard1998,Bernard,Ripoll,Bernard Fernand,,,,Oxley,QLD,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2016-5-9,2016,5,9,
rishworthamanda2007,Amanda,Rishworth,Amanda Louise,,,,Kingston,SA,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
robbandrew2004,Andrew,Robb,Andrew John,,,,Goldstein,VIC,9.10.2004,2004-10-9,9,10,2004,No,Retired,,2016-5-9,2016,5,9,
robertstuart2007,Stuart,Robert,Stuart Rowland,,,,Fadden,QLD,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
robertonhugh1949,Hugh,Roberton,Hugh Stevenson,,,,Riverina,NSW,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1965-1-21,1965,1,21,
robertsernest1908,Ernest,Roberts,Ernest Alfred,,,,Adelaide,SA,13.6.1908,1908-6-13,13,6,1908,Yes,Died,,1913-12-2,1913,12,2,
robinsonarthur1903,Arthur,Robinson,Arthur,,,,Wannon,VIC,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1906-12-12,1906,12,12,
robinsoneric1972,Eric,Robinson,Eric Laidlaw,,,,McPherson,QLD,2.12.1972,1972-12-2,2,12,1972,No,Died,,1981-1-7,1981,1,7,
robinsonian1963,Ian,Robinson,Ian Louis,,,,Cowper,NSW,30.11.1963,1963-11-30,30,11,1963,No,Until elected for Page ,1,1984-12-1,1984,12,1,
,,,,,,,Page,NSW,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1990-3-24,1990,3,24,
rocherallan1981,Allan,Rocher,Allan Charles,,,,Curtin,WA,21.2.1981,1981-2-21,21,2,1981,Yes,Defeated,,1998-10-3,1998,10,3,
rodgersarthur1913,Arthur,Rodgers,Arthur Stanislaus,,,,Wannon,VIC,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1922-12-16,1922,12,16,
,,,,,,,Wannon,VIC,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1929-10-12,1929,10,12,
ronaldjames1901,James,Ronald,James Black,,,,Southern Melbourne,VIC,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1906-12-12,1906,12,12,
ronaldsonmichael1990,Michael,Ronaldson,Michael John Clyde,,,,Ballarat,VIC,24.3.1990,1990-3-24,24,3,1990,No,Retired,,2001-10-8,2001,10,8,Ballaarat until federal redistribution 1977
rosevearjohn1931,John,Rosevear,John Solomon,,,,Dalley,NSW,19.12.1931,1931-12-19,19,12,1931,No,Died,,1953-3-21,1953,3,21,
rowealbert1929,Albert,Rowe,Albert Edward,,,,Parramatta,NSW,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
rowlandmichelle2010,Michelle,Rowland,Michelle Anne,,,,Greenway,NSW,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
roxonnicola1998,Nicola,Roxon,Nicola Louise,,,,Gellibrand,VIC,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
roywyatt2010,Wyatt,Roy,Wyatt Beau,,,,Longman,QLD,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2016-7-2,2016,7,2,
ruddkevin1998,Kevin,Rudd,Kevin Michael,,,,Griffith,QLD,3.10.1998,1998-10-3,3,10,1998,No,Resigned,,2013-11-22,2013,11,22,
ruddockphilip1973,Philip,Ruddock,Philip Maxwell,,,,Parramatta,NSW,22.9.1973,1973-9-22,22,9,1973,Yes,Until elected for Dundas ,1,1977-12-10,1977,12,10,
,,,,,,,Dundas,NSW,10.12.1977,1977-12-10,10,12,1977,No,Until elected for Berowra ,1,1993-3-13,1993,3,13,
,,,,,,,Berowra,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2016-5-9,2016,5,9,
russellcharles1949,Charles,Russell,Charles Wilfred,,,,Maranoa,QLD,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1951-4-28,1951,4,28,
russelledgar1943,Edgar,Russell,Edgar Hughes Deg,,,,Grey,SA,21.8.1943,1943-8-21,21,8,1943,No,Died,,1963-3-31,1963,3,31,
ryanjoanne2013,Joanne,Ryan,Joanne Catherine,,,,Lalor,VIC,7.9.2013,2013-9-7,7,9,2013,No,,,,,,,
ryanrupert1940,Rupert,Ryan,Rupert Sumner,,,,Flinders,VIC,21.9.1940,1940-9-21,21,9,1940,No,Died,,1952-8-26,1952,8,26,
ryanthomas1919,Thomas,Ryan,Thomas Joseph,,,,West Sydney,NSW,13.12.1919,1919-12-13,13,12,1919,No,Died,,1921-8-1,1921,8,1,
ryriegranville1911,Granville,Ryrie,Granville de Laune,,,Later Sir Granville,North Sydney,NSW,11.3.1911,1911-3-11,11,3,1911,Yes,Until elected for Warringah ,1,1922-12-16,1922,12,16,
,,,,,,,Warringah,NSW,16.12.1922,1922-12-16,16,12,1922,No,Resigned,,1927-4-13,1927,4,13,
saffinjanelle2007,Janelle,Saffin,Janelle Anne,,,,Page,NSW,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2013-9-7,2013,9,7,
sainsburymurray1975,Murray,Sainsbury,Murray Evan,,,,Eden-Monaro,NSW,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1983-3-5,1983,3,5,
stclairstuart1998,Stuart,St Clair,Stuart Roy,,,,New England,NSW,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2001-11-10,2001,11,10,
stjohnedward1966,Edward,St John,Edward Henry,,,,Warringah,NSW,26.11.1966,1966-11-26,26,11,1966,No,Defeated,,1969-10-25,1969,10,25,
salmoncharles1901,Charles,Salmon,Charles Carty,,,,Laanecoorie,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1913-4-23,1913,4,23,
,,,,,,,Grampians,VIC,20.2.1915,1915-2-20,20,2,1915,Yes,Died,,1917-9-15,1917,9,15,
sampsonsydney1906,Sydney,Sampson,Sydney,,,,Wimmera,VIC,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1919-12-13,1919,12,13,
saundersonjohn1983,John,Saunderson,John,,,,Deakin,VIC,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Aston ,1,1984-12-1,1984,12,1,
,,,,,,,Aston,VIC,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1990-3-24,1990,3,24,
sawerswilliam1901,William,Sawers,William Bowie Stewart Campbell,,,,New England,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1903-12-16,1903,12,16,
sawfordrodney1988,Rodney,Sawford,Rodney Weston,,,,Port Adelaide,SA,26.3.1988,1988-3-26,26,3,1988,Yes,Retired,,2007-10-17,2007,10,17,
scholesgordon1967,Gordon,Scholes,Gordon Glen Denton,,,,Corio,VIC,22.7.1967,1967-7-22,22,7,1967,Yes,Retired,,1993-2-8,1993,2,8,
scholfieldthomas1931,Thomas,Scholfield,Thomas Hallett,,,,Wannon,VIC,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1940-9-21,1940,9,21,
schultzalbert1998,Albert,Schultz,Albert John,,,,Hume,NSW,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
sciaccacon1987,Con,Sciacca,Concetto Antonio,,Con,,Bowman,QLD,11.7.1987,1987-7-11,11,7,1987,No,Defeated,,1996-3-2,1996,3,2,
,,,,,,,Bowman,QLD,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2004-10-9,2004,10,9,
scottbruce1990,Bruce,Scott,Bruce Craig,,,,Maranoa,QLD,24.3.1990,1990-3-24,24,3,1990,No,Retired,,2016-5-9,2016,5,9,
scottfiona2013,Fiona,Scott,Fiona Meryl,,,,Lindsay,NSW,7.9.2013,2013-9-7,7,9,2013,No,Defeated,,2016-7-2,2016,7,2,
scottjohn1980,John,Scott,John Lyden,,,,Hindmarsh,SA,18.10.1980,1980-10-18,18,10,1980,No,Retired,,1993-2-8,1993,2,8,
scottles1988,Les,Scott,Leslie James,,Les,,Oxley,QLD,8.10.1988,1988-10-8,8,10,1988,Yes,Defeated,,1996-3-2,1996,3,2,
scullinjim1910,Jim,Scullin,James Henry,,Jim,,Corangamite,VIC,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1913-5-31,1913,5,31,
,,,,,,,Yarra,VIC,18.2.1922,1922-2-18,18,2,1922,Yes,Retired,,1949-10-31,1949,10,31,
scullywilliam1937,William,Scully,William James,,,,Gwydir,NSW,8.5.1937,1937-5-8,8,5,1937,Yes,Defeated,,1949-12-10,1949,12,10,
seabrookalfred1922,Alfred,Seabrook,Alfred Charles,,,,Franklin,TAS,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1928-11-17,1928,11,17,
seckerpatrick1998,Patrick,Secker,Patrick Damien,,,,Barker,SA,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
sercomberobert1996,Robert,Sercombe,Robert Charles Grant,,,,Maribyrnong,VIC,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2007-10-17,2007,10,17,
sextonjoseph1958,Joseph,Sexton,Joseph Clement Leonard,,,,Adelaide,SA,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1966-11-26,1966,11,26,
shackpeter1977,Peter,Shack,Peter Donald,,,,Tangney,WA,10.12.1977,1977-12-10,10,12,1977,No,Defeated,,1983-3-5,1983,3,5,
,,,,,,,Tangney,WA,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1993-2-8,1993,2,8,
sharkierebekha2016,Rebekha,Sharkie,Rebekha Carina,,,,Mayo,SA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
sharpjohn1984,John,Sharp,John Randall,,,,Gilmore,NSW,1.12.1984,1984-12-1,1,12,1984,No,Until elected for Hume ,1,1993-3-13,1993,3,13,
,,,,,,,Hume,NSW,13.3.1993,1993-3-13,13,3,1993,No,Retired,,1998-8-31,1998,8,31,
sharpejames1913,James,Sharpe,James Benjamin,,,,Oxley,QLD,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1917-5-5,1917,5,5,
shawgeorge1963,George,Shaw,George William,,,,Dawson,QLD,30.11.1963,1963-11-30,30,11,1963,No,Died,,1966-1-9,1966,1,9,
sheehanthomas1937,Thomas,Sheehan,Thomas,,,,Cook,NSW,23.10.1937,1937-10-23,23,10,1937,No,Died,,1955-3-26,1955,3,26,
sheehythomas1943,Thomas,Sheehy,Thomas Neil,,,,Boothby,SA,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1949-12-10,1949,12,10,
sherryraymond1969,Raymond,Sherry,Raymond Henry,,,,Franklin,TAS,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1975-12-13,1975,12,13,
shiptonroger1975,Roger,Shipton,Roger Francis,,,,Higgins,VIC,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1990-2-19,1990,2,19,
shortjim1975,Jim,Short,James Robert,,Jim,,Ballaarat,VIC,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,Ballarat from federal redistribution 1977
shortleonie2001,Leonie,Short,Leonie Marjorie,,,,Ryan,QLD,17.3.2001,2001-3-17,17,3,2001,Yes,Defeated,,2001-11-10,2001,11,10,
shortenwilliam2007,William,Shorten,William Richard,,,,Maribyrnong,VIC,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
sidebottompeter1998,Peter,Sidebottom,Peter Sid,,,,Braddon,TAS,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2004-10-9,2004,10,9,
,,,,,,,Braddon,TAS,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2013-9-7,2013,9,7,
simmonsdavid1983,David,Simmons,David William,,,,Calare,NSW,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1996-1-29,1996,1,29,
simonbarry1975,Barry,Simon,Barry Douglas,,,,McMillan,VIC,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1980-10-18,1980,10,18,
simpkinsluke2007,Luke,Simpkins,Luke Xavier Linton,,,,Cowan,WA,24.11.2007,2007-11-24,24,11,2007,No,Defeated,,2016-7-2,2016,7,2,
sinclairhugh1906,Hugh,Sinclair,Hugh,,,,Moreton,QLD,12.12.1906,1906-12-12,12,12,1906,No,Retired,,1919-11-3,1919,11,3,
sinclairian1963,Ian,Sinclair,Ian McCahon,,,,New England,NSW,30.11.1963,1963-11-30,30,11,1963,No,Retired,,1998-8-31,1998,8,31,
skenethomas1901,Thomas,Skene,Thomas,,,,Grampians,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1906-11-8,1906,11,8,
slipperpeter1984,Peter,Slipper,Peter Neil,,,,Fisher,QLD,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1987-7-11,1987,7,11,
,,,,,,,Fisher,QLD,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,2013-9-7,2013,9,7,
smithalbert1943,Albert,Smith,Albert Edward,,,,Wakefield,SA,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1946-9-28,1946,9,28,
smithanthony1996,Anthony,Smith,Anthony Charles,,,,Dickson,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
smithanthony2001,Anthony,Smith,Anthony David Hawthorn,,,,Casey,VIC,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
smitharthur1901,Arthur,Smith,Arthur Bruce,,,,Parkes,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1919-12-13,1919,12,13,
smithsilvia1993,Silvia,Smith,Silvia Joy,,,,Bass,TAS,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
smithstephen1993,Stephen,Smith,Stephen Francis,,,,Perth,WA,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2013-8-5,2013,8,5,
smithsydney1901,Sydney,Smith,Sydney,,,,Macquarie,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1906-12-12,1906,12,12,
smithwarwick1984,Warwick,Smith,Warwick Leslie,,,,Bass,TAS,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1993-3-13,1993,3,13,
,,,,,,,Bass,TAS,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
smithwilliam1910,William,Smith,William Henry Laird,,,,Denison,TAS,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1922-12-16,1922,12,16,
smythbrendan1995,Brendan,Smyth,Brendan Michael,,,,Canberra,ACT,25.3.1995,1995-3-25,25,3,1995,Yes,Defeated,,1996-3-2,1996,3,2,
smythlaura2010,Laura,Smyth,Laura Mary,,,,La Trobe,VIC,21.8.2010,2010-8-21,21,8,2010,No,Defeated,,2013-9-7,2013,9,7,
sneddenbilly1955,Billy,Snedden,Billy Mackie,,,Later Sir Billy,Bruce,VIC,10.12.1955,1955-12-10,10,12,1955,No,Resigned,,1983-4-21,1983,4,21,
snowjames1983,James,Snow,James Henry,,,,Eden-Monaro,NSW,5.3.1983,1983-3-5,5,3,1983,No,Defeated,,1996-3-2,1996,3,2,
snowdonwarren1987,Warren,Snowdon,Warren Edward,,,,Northern Territory,NT,11.7.1987,1987-7-11,11,7,1987,No,Defeated,,1996-3-2,1996,3,2,
,,,,,,,Northern Territory,NT,3.10.1998,1998-10-3,3,10,1998,No,Until elected for Lingiari ,1,2001-11-10,2001,11,10,
,,,,,,,Lingiari,NT,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
solomonelias1901,Elias,Solomon,Elias,,,,Fremantle,WA,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1903-12-16,1903,12,16,
solomonrobert1969,Robert,Solomon,Robert John,,,,Denison,TAS,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
solomonvaiben1901,Vaiben,Solomon,Vaiben Louis,,,,South Australia,SA,30.3.1901,1901-3-30,30,3,1901,No,Defeated,,1903-12-16,1903,12,16,
somlyayalexander1990,Alexander,Somlyay,Alexander Michael,,,,Fairfax,QLD,24.3.1990,1990-3-24,24,3,1990,No,Retired,,2013-8-5,2013,8,5,
southcottandrew1996,Andrew,Southcott,Andrew John,,,,Boothby,SA,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2016-5-9,2016,5,9,
spencewilliam1901,William,Spence,William Guthrie,,,,Darling,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1917-5-5,1917,5,5,
,,,,,,,Darwin,TAS,30.6.1917,1917-6-30,30,6,1917,Yes,Defeated,,1919-12-13,1919,12,13,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
spenderjohn1980,John,Spender,John Michael,,,,North Sydney,NSW,18.10.1980,1980-10-18,18,10,1980,No,Defeated,,1990-3-24,1990,3,24,
spenderpercy1937,Percy,Spender,Percy Claude,,,,Warringah,NSW,23.10.1937,1937-10-23,23,10,1937,No,Retired,,1951-3-19,1951,3,19,
spoonereric1940,Eric,Spooner,Eric Sydney,,,,Robertson,NSW,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1943-8-21,1943,8,21,
