uniqueID,DELETE_UseName,DELETE_surname,DELETE_otherNames,DELETE_title,DELETE_commonName,DELETE_earlierOrLaterNames,division,state,DELETE_electionDate,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
davidsoncharles1946,Charles,Davidson,Charles William,,,,Capricornia,QLD,28.9.1946,1946-9-28,28,9,1946,No,Until elected for Dawson ,1,1949-12-10,1949,12,10,
,,,,,,,Dawson,QLD,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1963-11-1,1963,11,1,
daviesronald1958,Ronald,Davies,Ronald,,,,Braddon,TAS,22.11.1958,1958-11-22,22,11,1958,No,Defeated,,1975-12-13,1975,12,13,
davieswilliam1949,William,Davies,William,,,,Cunningham,NSW,10.12.1949,1949-12-10,10,12,1949,No,Died,,1956-2-17,1956,2,17,
davisfrancis1949,Francis,Davis,Francis John,,,,Deakin,VIC,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1966-10-31,1966,10,31,
dawkinsjohn1974,John,Dawkins,John Sydney,,,,Tangney,WA,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,1975-12-13,1975,12,13,
,,,,,,,Fremantle,WA,10.12.1977,1977-12-10,10,12,1977,No,Resigned,,1994-2-4,1994,2,4,
deahmmaggie1993,Maggie,Deahm,Margaret Joan,,Maggie,,Macquarie,NSW,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
deakinalfred1901,Alfred,Deakin,Alfred,,,,Ballaarat,VIC,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1913-4-23,1913,4,23,
deangordon1977,Gordon,Dean,Arthur Gordon,,Gordon,,Herbert,QLD,10.12.1977,1977-12-10,10,12,1977,No,Defeated,,1983-3-5,1983,3,5,
deanroger1949,Roger,Dean,Roger Levinge,,,,Robertson,NSW,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1964-9-30,1964,9,30,
debusrobert2007,Robert,Debus,Robert John,,,,Macquarie,NSW,24.11.2007,2007-11-24,24,11,2007,No,Retired,,2010-7-19,2010,7,19,
dedmanjohn1940,John,Dedman,John Johnstone,,,,Corio,VIC,2.3.1940,1940-3-2,2,3,1940,Yes,Defeated,,1949-12-10,1949,12,10,
deinadam1931,Adam,Dein,Adam Kemball,,,,Lang,NSW,19.12.1931,1931-12-19,19,12,1931,No,Retired,,1934-8-7,1934,8,7,
dennissamuel1931,Samuel,Dennis,Samuel,,,,Batman,VIC,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1934-9-15,1934,9,15,
devineleonard1963,Leonard,Devine,Leonard Thomas,,,,East Sydney,NSW,28.9.1963,1963-9-28,28,9,1963,Yes,Retired,,1969-9-29,1969,9,29,
dickmilton2016,Milton,Dick,Dugald Milton,,Milton,,Oxley,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
dobiedon1966,Don,Dobie,James Donald Mathieson,,Don,,Hughes,NSW,26.11.1966,1966-11-26,26,11,1966,No,Until elected for Cook ,1,1969-10-25,1969,10,25,
,,,,,,,Cook,NSW,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
,,,,,,,Cook,NSW,13.12.1975,1975-12-13,13,12,1975,No,Retired,,1996-1-29,1996,1,29,
doddpeter1993,Peter,Dodd,Peter George,,,,Leichhardt,QLD,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
dondasnicholas1996,Nicholas,Dondas,Nicholas Manuel,,,,Northern Territory,NT,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,1998-10-3,1998,10,3,
downeralexander1984,Alexander,Downer,Alexander John Gosse,,,,Mayo,SA,1.12.1984,1984-12-1,1,12,1984,No,Resigned,,2008-7-14,2008,7,14,
downeralexander1949,Alexander,Downer,Alexander Russell,,,,Angas,SA,10.12.1949,1949-12-10,10,12,1949,No,Resigned,,1964-4-23,1964,4,23,
doylefrancis1972,Francis,Doyle,Francis Edward,,,,Lilley,QLD,2.12.1972,1972-12-2,2,12,1972,No,Defeated,,1974-5-18,1974,5,18,
drakefordarthur1934,Arthur,Drakeford,Arthur Samuel,,,,Maribyrnong,VIC,15.9.1934,1934-9-15,15,9,1934,No,Defeated,,1955-12-10,1955,12,10,
drapertrish1996,Trish,Draper,Patricia,,Trish,,Makin,SA,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2007-10-17,2007,10,17,
dreyfusmark2007,Mark,Dreyfus,Mark Alfred,,,,Isaacs,VIC,24.11.2007,2007-11-24,24,11,2007,No,,,,,,,
drumdamian2016,Damian,Drum,Damian Kevin,,,,Murray,VIC,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
drummonddavid1949,David,Drummond,David Henry,,,,New England,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1963-11-1,1963,11,1,
drummondpeter1972,Peter,Drummond,Peter Hertford,,,,Forrest,WA,2.12.1972,1972-12-2,2,12,1972,No,Retired,,1987-6-5,1987,6,5,
druryedward1949,Edward,Drury,Edward Nigel,,,,Ryan,QLD,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1975-11-11,1975,11,11,
duboisstephen1984,Stephen,Dubois,Stephen Cairfield,,,,St George,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1993-2-8,1993,2,8,
duffymichael1980,Michael,Duffy,Michael John,,,,Holt,VIC,18.10.1980,1980-10-18,18,10,1980,No,Retired,,1996-1-29,1996,1,29,
duncanpeter1984,Peter,Duncan,Peter,,,,Makin,SA,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1996-3-2,1996,3,2,
duncanhughesjohn1922,John,Duncan-Hughes,John Grant,,,,Boothby,SA,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1928-11-17,1928,11,17,
,,,,,,,Wakefield,SA,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1943-8-21,1943,8,21,
duthiegilbert1946,Gilbert,Duthie,Gilbert William Arthur,,,,Wilmot,TAS,28.9.1946,1946-9-28,28,9,1946,No,Defeated,,1975-12-13,1975,12,13,
duttonpeter2001,Peter,Dutton,Peter Craig,,,,Dickson,QLD,10.11.2001,2001-11-10,10,11,2001,No,,,,,,,
eassonmary1993,Mary,Easson,Mary Louise,,,,Lowe,NSW,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1996-3-2,1996,3,2,
edmondswilliam1946,William,Edmonds,William Frederick,,,,Herbert,QLD,28.9.1946,1946-9-28,28,9,1946,No,Defeated,,1958-11-22,1958,11,22,
edwardsgeorge1901,George,Edwards,George Bertrand,,,,South Sydney,NSW,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1906-11-5,1906,11,5,
,,,,,,,North Sydney,NSW,13.4.1910,1910-4-13,13,4,1910,No,Died,,1911-2-4,1911,2,4,
edwardsgraham1998,Graham,Edwards,Graham John,,,,Cowan,WA,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2007-10-17,2007,10,17,
edwardsharold1972,Harold,Edwards,Harold Raymond,,Harold,,Berowra,NSW,2.12.1972,1972-12-2,2,12,1972,No,Retired,,1993-2-8,1993,2,8,
edwardsrichard1901,Richard,Edwards,Richard,,,,Oxley,QLD,30.3.1901,1901-3-30,30,3,1901,No,Retired,,1913-4-23,1913,4,23,
edwardsronald1983,Ronald,Edwards,Ronald Frederick,,,,Stirling,WA,5.3.1983,1983-3-5,5,3,1983,No,Defeated,,1993-3-13,1993,3,13,
egginseldred1949,Eldred,Eggins,Eldred James,,,,Lyne,NSW,10.12.1949,1949-12-10,10,12,1949,No,Died,,1952-1-28,1952,1,28,
einfeldsydney1961,Sydney,Einfeld,Sydney David,,,,Phillip,NSW,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1963-11-30,1963,11,30,
eldridgejohn1929,John,Eldridge,John Chambers,,,,Martin,NSW,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
ellicottbob1974,Bob,Ellicott,Robert James,,Bob,,Wentworth,NSW,18.5.1974,1974-5-18,18,5,1974,No,Resigned,,1981-2-17,1981,2,17,
elliotjustine2004,Justine,Elliot,Maria Justine,,Justine,,Richmond,NSW,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
elliottrobert1990,Robert,Elliott,Robert Paul,,,,Parramatta,NSW,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1996-3-2,1996,3,2,
ellisannette1996,Annette,Ellis,Annette Louise,,,,Namadgi,ACT,2.3.1996,1996-3-2,2,3,1996,No,Until elected for Canberra ,1,1998-10-3,1998,10,3,
,,,,,,,Canberra,ACT,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2010-7-19,2010,7,19,
elliskate2004,Kate,Ellis,Katherine Margaret,,Kate,,Adelaide,SA,9.10.2004,2004-10-9,9,10,2004,No,,,,,,,
elsonkay1996,Kay,Elson,Kay Selma,,,,Forde,QLD,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2007-10-17,2007,10,17,
emersoncraig1998,Craig,Emerson,Craig Anthony,,,,Rankin,QLD,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
enderbykep1970,Kep,Enderby,Keppel Earl,,Kep,,Australian Capital Territory,ACT,30.5.1970,1970-5-30,30,5,1970,Yes,Until elected for Canberra ,1,1974-5-18,1974,5,18,
,,,,,,,Canberra,ACT,18.5.1974,1974-5-18,18,5,1974,No,Defeated,,1975-12-13,1975,12,13,
englandjohn1960,John,England,John Armstrong,,,,Calare,NSW,5.11.1960,1960-11-5,5,11,1960,Yes,Retired,,1975-11-11,1975,11,11,
entschwarren1996,Warren,Entsch,Warren George,,,,Leichhardt,QLD,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2007-10-17,2007,10,17,
,,,,,,,Leichhardt,QLD,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
erwindudley1955,Dudley,Erwin,George Dudley,,Dudley,,Ballaarat,VIC,10.12.1955,1955-12-10,10,12,1955,No,Retired,,1975-11-11,1975,11,11,
evansgareth1996,Gareth,Evans,Gareth John,,,,Holt,VIC,2.3.1996,1996-3-2,2,3,1996,No,Resigned,,1999-9-30,1999,9,30,
evansmartyn1994,Martyn,Evans,Martyn John,,,,Bonython,SA,19.3.1994,1994-3-19,19,3,1994,Yes,Defeated,,2004-10-9,2004,10,9,
evansrichard1993,Richard,Evans,Richard David Conroy,,,,Cowan,WA,13.3.1993,1993-3-13,13,3,1993,No,Defeated,,1998-10-3,1998,10,3,
evanstrevor2016,Trevor,Evans,Trevor Mark,,,,Brisbane,QLD,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
evattherbert1940,Herbert,Evatt,Herbert Vere,,Herbert,,Barton,NSW,21.9.1940,1940-9-21,21,9,1940,No,Until elected for Hunter ,1,1958-11-22,1958,11,22,
,,,,,,,Hunter,NSW,22.11.1958,1958-11-22,22,11,1958,No,Resigned,,1960-2-10,1960,2,10,
everinghamdouglas1967,Douglas,Everingham,Douglas Nixon,,,,Capricornia,QLD,30.9.1967,1967-9-30,30,9,1967,Yes,Defeated,,1975-12-13,1975,12,13,
,,,,,,,Capricornia,QLD,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1984-10-26,1984,10,26,
everinghampaul1984,Paul,Everingham,Paul Anthony Edward,,,,Northern Territory,NT,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1987-6-5,1987,6,5,
ewertkeith1952,Keith,Ewert,Keith Walter Wilson,,,,Flinders,VIC,18.10.1952,1952-10-18,18,10,1952,Yes,Defeated,,1954-5-29,1954,5,29,
ewingthomas1901,Thomas,Ewing,Thomas Thomson,,,Later Sir Thomas,Richmond,NSW,29.3.1901,1901-3-29,29,3,1901,No,Retired,,1910-2-19,1910,2,19,
faddenarthur1936,Arthur,Fadden,Arthur William,,Arthur,Later Sir Arthur,Darling Downs,QLD,19.12.1936,1936-12-19,19,12,1936,Yes,Until elected for McPherson ,1,1949-12-10,1949,12,10,
,,,,,,,McPherson,QLD,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1958-10-14,1958,10,14,
faheyjohn1996,John,Fahey,John Joseph,,,,Macarthur,NSW,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2001-10-8,2001,10,8,
faileslaurence1949,Laurence,Failes,Laurence John,,,,Lawson,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1969-9-29,1969,9,29,
fairbairndavid1949,David,Fairbairn,David Eric,,,,Farrer,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1975-11-11,1975,11,11,
fairbairngeorge1906,George,Fairbairn,George,,,,Fawkner,VIC,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1913-5-31,1913,5,31,
fairbairnjames1933,James,Fairbairn,James Valentine,,,,Flinders,VIC,11.11.1933,1933-11-11,11,11,1933,Yes,Died,,1940-8-13,1940,8,13,
fairhallallen1949,Allen,Fairhall,Allen,,,,Paterson,NSW,10.12.1949,1949-12-10,10,12,1949,No,Retired,,1969-9-29,1969,9,29,
falconerpeter1975,Peter,Falconer,Peter David,,,,Casey,VIC,13.12.1975,1975-12-13,13,12,1975,No,Defeated,,1983-3-5,1983,3,5,
falinskijason2016,Jason,Falinski,Jason George,,,,Mackellar,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
falkindercharles1946,Charles,Falkinder,Charles William Jackson,,,,Franklin,TAS,28.9.1946,1946-9-28,28,9,1946,No,Retired,,1966-10-31,1966,10,31,
falkinerfranc1913,Franc,Falkiner,Franc Brereton Sadleir,,,,Riverina,NSW,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1914-9-5,1914,9,5,
,,,,,,,Hume,NSW,5.5.1917,1917-5-5,5,5,1917,No,Retired,,1919-11-3,1919,11,3,
falsteinmax1940,Max,Falstein,Sydney Max,,Max,,Watson,NSW,21.9.1940,1940-9-21,21,9,1940,No,Defeated,,1949-12-10,1949,12,10,
farmerpatrick2001,Patrick,Farmer,Patrick Francis,,,,Macarthur,NSW,10.11.2001,2001-11-10,10,11,2001,No,Retired,,2010-7-19,2010,7,19,
fatinwendy1983,Wendy,Fatin,Wendy Frances,,,,Canning,WA,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Brand ,1,1984-12-1,1984,12,1,
,,,,,,,Brand,WA,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1996-1-29,1996,1,29,
fawcettdavid2004,David,Fawcett,David Julian,,,,Wakefield,SA,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2007-11-24,2007,11,24,
feeneydavid2013,David,Feeney,David Ian,,,,Batman,VIC,7.9.2013,2013-9-7,7,9,2013,No,Resigned,,2018-2-1,2018,2,1,
fentonjames1910,James,Fenton,James Edward,,,,Maribyrnong,VIC,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1934-9-15,1934,9,15,
fergusonlaurie1990,Laurie,Ferguson,Laurie Donald Thomas,,,,Reid,NSW,24.3.1990,1990-3-24,24,3,1990,No,Until elected for Werriwa ,1,2010-8-21,2010,8,21,
,,,,,,,Werriwa,NSW,21.8.2010,2010-8-21,21,8,2010,No,Retired,,2016-5-9,2016,5,9,
fergusonmartin1996,Martin,Ferguson,Martin John,,,,Batman,VIC,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2013-8-5,2013,8,5,
fergusonmichael2004,Michael,Ferguson,Michael Darrel,,,,Bass,TAS,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2007-11-24,2007,11,24,
fifewal1975,Wal,Fife,Wallace Clyde,,Wal,,Farrer,NSW,13.12.1975,1975-12-13,13,12,1975,No,Until elected for Hume ,1,1984-12-1,1984,12,1,
,,,,,,,Hume,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1993-2-8,1993,2,8,
filingpaul1990,Paul,Filing,Paul Anthony,,,,Moore,WA,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1998-10-3,1998,10,3,
finlaysonwilliam1910,William,Finlayson,William Fyfe,,,,Brisbane,QLD,13.4.1910,1910-4-13,13,4,1910,No,Defeated,,1919-12-13,1919,12,13,
fischertimothy1984,Timothy,Fischer,Timothy Andrew,,,,Farrer,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,2001-10-8,2001,10,8,
fisherandrew1901,Andrew,Fisher,Andrew,,,,Wide Bay,QLD,30.3.1901,1901-3-30,30,3,1901,No,Resigned,,1915-10-26,1915,10,26,
fisherpeter1972,Peter,Fisher,Peter Stanley,,,,Mallee,VIC,2.12.1972,1972-12-2,2,12,1972,No,Retired,,1993-2-8,1993,2,8,
fiskenarchibald1934,Archibald,Fisken,Archibald Clyde Wanliss,,,,Ballaarat,VIC,15.9.1934,1934-9-15,15,9,1934,No,Retired,,1937-9-21,1937,9,21,
fitzgeraldjoseph1949,Joseph,Fitzgerald,Joseph Francis,,,,Phillip,NSW,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1955-12-10,1955,12,10,
fitzgibboneric1984,Eric,Fitzgibbon,Eric John,,,,Hunter,NSW,1.12.1984,1984-12-1,1,12,1984,No,Retired,,1996-1-29,1996,1,29,
fitzgibbonjoel1996,Joel,Fitzgibbon,Joel Andrew,,,,Hunter,NSW,2.3.1996,1996-3-2,2,3,1996,No,,,,,,,
fitzpatrickjohn1969,John,FitzPatrick,John,,,,Darling,NSW,25.10.1969,1969-10-25,25,10,1969,No,Until elected for Riverina ,1,1977-12-10,1977,12,10,
,,,,,,,Riverina,NSW,10.12.1977,1977-12-10,10,12,1977,No,Retired,,1980-9-19,1980,9,19,
flemingwilliam1913,William,Fleming,William Montgomerie,,,,Robertson,NSW,31.5.1913,1913-5-31,31,5,1913,No,Defeated,,1922-12-16,1922,12,16,
fletcherpaul2009,Paul,Fletcher,Paul William,,,,Bradfield,NSW,5.12.2009,2009-12-5,5,12,2009,Yes,,,,,,,
flintnicolle2016,Nicolle,Flint,Nicolle Jane,,,,Boothby,SA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
foleygeorge1920,George,Foley,George James,,,,Kalgoorlie,WA,18.12.1920,1920-12-18,18,12,1920,Yes,Defeated,,1922-12-16,1922,12,16,
forbesalexander1956,Alexander,Forbes,Alexander James,,,,Barker,SA,13.10.1956,1956-10-13,13,10,1956,Yes,Retired,,1975-11-11,1975,11,11,
fordfrank1990,Frank,Ford,Frank Allen,,,,Dunkley,VIC,24.3.1990,1990-3-24,24,3,1990,No,Defeated,,1993-3-13,1993,3,13,
fordefrancis1922,Francis,Forde,Francis Michael,,,,Capricornia,QLD,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1946-9-28,1946,9,28,
forrestjohn1901,John,Forrest,John,Sir,,Later Lord Forrest,Swan,WA,29.3.1901,1901-3-29,29,3,1901,No,Died,,1918-9-2,1918,9,2,
forrestjohn1993,John,Forrest,John Alexander,,,,Mallee,VIC,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2013-8-5,2013,8,5,
fosterfrancis1906,Francis,Foster,Francis James,,,,New England,NSW,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1913-5-31,1913,5,31,
fosternorman1969,Norman,Foster,Norman Kenneth,,,,Sturt,SA,25.10.1969,1969-10-25,25,10,1969,No,Defeated,,1972-12-2,1972,12,2,
fosterrichard1909,Richard,Foster,Richard Witty,,,,Wakefield,SA,28.8.1909,1909-8-28,28,8,1909,Yes,Defeated,,1928-11-17,1928,11,17,
fowlerjames1901,James,Fowler,James Mackinnon,,,,Perth,WA,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1922-12-16,1922,12,16,
foxedmund1955,Edmund,Fox,Edmund Maxwell Cameron,,,,Henty,VIC,10.12.1955,1955-12-10,10,12,1955,No,Defeated,,1974-5-18,1974,5,18,
foxtonjustin1906,Justin,Foxton,Justin Fox Greenlaw,,,,Brisbane,QLD,12.12.1906,1906-12-12,12,12,1906,No,Defeated,,1910-4-13,1910,4,13,
francisfrederick1919,Frederick,Francis,Frederick Henry,,,,Henty,VIC,13.12.1919,1919-12-13,13,12,1919,No,Retired,,1925-10-3,1925,10,3,
francisgrosvenor1925,Grosvenor,Francis,Grosvenor Arundell,,,,Kennedy,QLD,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1929-10-12,1929,10,12,
francisjosiah1922,Josiah,Francis,Josiah,,,,Moreton,QLD,16.12.1922,1922-12-16,16,12,1922,No,Retired,,1955-11-4,1955,11,4,
fraserallan1943,Allan,Fraser,Allan Duncan,,,,Eden-Monaro,NSW,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1966-11-26,1966,11,26,
,,,,,,,Eden-Monaro,NSW,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1972-11-2,1972,11,2,
fraserjim1951,Jim,Fraser,James Reay,,Jim,,Australian Capital Territory,ACT,28.4.1951,1951-4-28,28,4,1951,No,Died,,1970-4-1,1970,4,1,
frasermalcolm1955,Malcolm,Fraser,John Malcolm,,Malcolm,,Wannon,VIC,10.12.1955,1955-12-10,10,12,1955,No,Resigned,,1983-3-31,1983,3,31,
frazercharles1903,Charles,Frazer,Charles Edward,,,,Kalgoorlie,WA,16.12.1903,1903-12-16,16,12,1903,No,Died,,1913-11-25,1913,11,25,
freeross1980,Ross,Free,Ross Vincent,,,,Macquarie,NSW,18.10.1980,1980-10-18,18,10,1980,No,Until elected for Lindsay ,1,1984-12-1,1984,12,1,
,,,,,,,Lindsay,NSW,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1996-3-2,1996,3,2,
freelandermichael2016,Michael,Freelander,Michael Randolph,,,,Macarthur,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
freethgordon1949,Gordon,Freeth,Gordon,,,,Forrest,WA,10.12.1949,1949-12-10,10,12,1949,No,Defeated,,1969-10-25,1969,10,25,
frostcharles1929,Charles,Frost,Charles William,,,,Franklin,TAS,14.12.1929,1929-12-14,14,12,1929,Yes,Defeated,,1931-12-19,1931,12,19,
,,,,,,,Franklin,TAS,15.9.1934,1934-9-15,15,9,1934,No,Defeated,,1946-9-28,1946,9,28,
fryken1974,Ken,Fry,Kenneth Lionel,,Ken,,Fraser,ACT,18.5.1974,1974-5-18,18,5,1974,No,Retired,,1984-10-26,1984,10,26,
frydenbergjoshua2010,Joshua,Frydenberg,Joshua Anthony,,,,Kooyong,VIC,21.8.2010,2010-8-21,21,8,2010,No,,,,,,,
fullerarthur1943,Arthur,Fuller,Arthur Neiberding,,,,Hume,NSW,21.8.1943,1943-8-21,21,8,1943,No,Defeated,,1949-12-10,1949,12,10,
,,,,,,,Hume,NSW,28.4.1951,1951-4-28,28,4,1951,No,Defeated,,1955-12-10,1955,12,10,
,,,,,,,Hume,NSW,9.12.1961,1961-12-9,9,12,1961,No,Defeated,,1963-11-30,1963,11,30,
fullergeorge1901,George,Fuller,George Warburton,,,,Illawarra,NSW,29.3.1901,1901-3-29,29,3,1901,No,Defeated,,1913-5-31,1913,5,31,
fultonwilliam1958,William,Fulton,William John,,,,Leichhardt,QLD,22.11.1958,1958-11-22,22,11,1958,No,Retired,,1975-11-11,1975,11,11,
fyshphilip1901,Philip,Fysh,Philip Oakley,Sir,,,Tasmania,TAS,29.3.1901,1901-3-29,29,3,1901,No,Until elected for Denison ,1,1903-12-16,1903,12,16,
,,,,,,,Denison,TAS,16.12.1903,1903-12-16,16,12,1903,No,Retired,,1910-2-19,1910,2,19,
gabbjoel1919,Joel,Gabb,Joel Moses,,,,Angas,SA,13.12.1919,1919-12-13,13,12,1919,No,Defeated,,1925-11-14,1925,11,14,
,,,,,,,Angas,SA,12.10.1929,1929-10-12,12,10,1929,No,Retired,,1934-8-7,1934,8,7,
gahajohn1943,John,Gaha,John Francis,,,,Denison,TAS,21.8.1943,1943-8-21,21,8,1943,No,Retired,,1949-10-31,1949,10,31,
galluschristine1990,Christine,Gallus,Christine Ann,,,,Hawker,SA,24.3.1990,1990-3-24,24,3,1990,No,Until elected for Hindmarsh ,1,1993-3-13,1993,3,13,
,,,,,,,Hindmarsh,SA,13.3.1993,1993-3-13,13,3,1993,No,Retired,,2004-8-31,2004,8,31,
galvinpatrick1951,Patrick,Galvin,Patrick,,,,Kingston,SA,28.4.1951,1951-4-28,28,4,1951,No,Defeated,,1966-11-26,1966,11,26,
gambaroteresa1996,Teresa,Gambaro,Teresa,,,,Petrie,QLD,2.3.1996,1996-3-2,2,3,1996,No,Defeated,,2007-11-24,2007,11,24,
,,,,,,,Brisbane,QLD,21.8.2010,2010-8-21,21,8,2010,No,Retired,,2016-5-9,2016,5,9,
ganderjoseph1931,Joseph,Gander,Joseph Herbert,,,,Reid,NSW,19.12.1931,1931-12-19,19,12,1931,No,Defeated,,1940-9-21,1940,9,21,
gardenjohn1934,John,Garden,John Smith,,,,Cook,NSW,15.9.1934,1934-9-15,15,9,1934,No,Retired,,1937-9-21,1937,9,21,
gardnersydney1922,Sydney,Gardner,Sydney Lane,,,,Robertson,NSW,16.12.1922,1922-12-16,16,12,1922,No,Defeated,,1940-9-21,1940,9,21,
garlandransley1969,Ransley,Garland,Ransley Victor,,,Sir Ransley,Curtin,WA,19.4.1969,1969-4-19,19,4,1969,Yes,Resigned,,1981-1-22,1981,1,22,
garrettpeter2004,Peter,Garrett,Peter Robert,,,,Kingsford Smith,NSW,9.10.2004,2004-10-9,9,10,2004,No,Retired,,2013-8-5,2013,8,5,Same as Kingsford-Smith - name was changed in 2001
garrickhorace1969,Horace,Garrick,Horace James,,,,Batman,VIC,25.10.1969,1969-10-25,25,10,1969,No,Retired,,1977-11-10,1977,11,10,
gashjoanna1996,Joanna,Gash,Joanna,,,,Gilmore,NSW,2.3.1996,1996-3-2,2,3,1996,No,Retired,,2013-8-5,2013,8,5,
gaylerjohn1983,John,Gayler,John,,,,Leichhardt,QLD,5.3.1983,1983-3-5,5,3,1983,No,Retired,,1993-2-8,1993,2,8,
geargeorge1983,George,Gear,George,,,,Tangney,WA,5.3.1983,1983-3-5,5,3,1983,No,Until elected for Canning ,1,1984-12-1,1984,12,1,
,,,,,,,Canning,WA,1.12.1984,1984-12-1,1,12,1984,No,Defeated,,1996-3-2,1996,3,2,
geeandrew2016,Andrew,Gee,Andrew Robert,,,,Calare,NSW,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
gellibrandjohn1925,John,Gellibrand,John,Sir,,,Denison,TAS,14.11.1925,1925-11-14,14,11,1925,No,Defeated,,1928-11-17,1928,11,17,
georganassteven2004,Steven,Georganas,Steven,,,,Hindmarsh,SA,9.10.2004,2004-10-9,9,10,2004,No,Defeated,,2013-9-7,2013,9,7,
,,,,,,,Hindmarsh,SA,2.7.2016,2016-7-2,2,7,2016,No,,,,,,,
georgejennie2001,Jennie,George,Jennie,,,,Throsby,NSW,10.11.2001,2001-11-10,10,11,2001,No,Retired,,2010-7-19,2010,7,19,
georgioupetro1994,Petro,Georgiou,Petro,,,,Kooyong,VIC,19.11.1994,1994-11-19,19,11,1994,Yes,Retired,,2010-7-19,2010,7,19,
gerickjane1998,Jane,Gerick,Jane Frances,,,,Canning,WA,3.10.1998,1998-10-3,3,10,1998,No,Defeated,,2001-11-10,2001,11,10,
gibbjames1903,James,Gibb,James,,,,Flinders,VIC,16.12.1903,1903-12-16,16,12,1903,No,Defeated,,1906-12-12,1906,12,12,
gibbonsgeorge1929,George,Gibbons,George Albert,,,,Calare,NSW,12.10.1929,1929-10-12,12,10,1929,No,Defeated,,1931-12-19,1931,12,19,
gibbonsstephen1998,Stephen,Gibbons,Stephen William,,,,Bendigo,VIC,3.10.1998,1998-10-3,3,10,1998,No,Retired,,2013-8-5,2013,8,5,
