uniqueID,division,state,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
chamberscyril1943,Adelaide,SA,1943-08-21,21,8,1943,No,Retired,NA,1958-10-14,1958,10,14,NA
championnicholas2007,Wakefield,SA,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
chaneyfred1955,Perth,WA,1955-12-10,10,12,1955,No,Defeated,NA,1969-10-25,1969,10,25,NA
chaneyfrederick1990,Pearce,WA,1990-03-24,24,3,1990,No,Retired,NA,1993-02-08,1993,2,8,NA
chanterjohn1901,Riverina,NSW,1901-03-29,29,3,1901,No,Defeated,NA,1903-12-16,1903,12,16,NA
chanterjohn1901,Riverina,NSW,1904-05-18,18,5,1904,Yes,Defeated,NA,1913-05-31,1913,5,31,NA
chanterjohn1901,Riverina,NSW,1914-09-05,5,9,1914,No,Defeated,NA,1922-12-16,1922,12,16,NA
chapmanaustin1901,Eden-Monaro,NSW,1901-03-29,29,3,1901,No,Died,NA,1926-01-12,1926,1,12,NA
chapmangrant1975,Kingston,SA,1975-12-13,13,12,1975,No,Defeated,NA,1983-03-05,1983,3,5,NA
charlesdavid1980,Isaacs,VIC,1980-10-18,18,10,1980,No,Retired,NA,1990-02-19,1990,2,19,NA
charlesrobert1990,La Trobe,VIC,1990-03-24,24,3,1990,No,Retired,NA,2004-08-31,2004,8,31,NA
charlesworthrichard1983,Perth,WA,1983-03-05,5,3,1983,No,Retired,NA,1993-02-08,1993,2,8,NA
charltonmatthew1910,Hunter,NSW,1910-04-13,13,4,1910,No,Retired,NA,1928-10-09,1928,10,9,NA
cheesemandarren2007,Corangamite,VIC,2007-11-24,24,11,2007,No,Defeated,NA,2013-09-07,2013,9,7,NA
chesterdarren2008,Gippsland,VIC,2008-06-28,28,6,2008,Yes,NA,NA,NA,NA,NA,NA,NA
chesterslisa2013,Bendigo,VIC,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
chifleyben1928,Macquarie,NSW,1928-11-17,17,11,1928,No,Defeated,NA,1931-12-19,1931,12,19,NA
chifleyben1928,Macquarie,NSW,1940-09-21,21,9,1940,No,Died,NA,1951-06-13,1951,6,13,NA
childjoan1974,Henty,VIC,1974-05-18,18,5,1974,No,Defeated,NA,1975-12-13,1975,12,13,NA
childjoan1974,Henty,VIC,1980-10-18,18,10,1980,No,Retired,NA,1990-02-19,1990,2,19,NA
chippdon1960,Higinbotham,VIC,1960-12-10,10,12,1960,Yes,Until elected for Hotham,1,1969-10-25,1969,10,25,NA
chippdon1960,Hotham,VIC,1969-10-25,25,10,1969,No,Retired,NA,1977-11-10,1977,11,10,NA
chresbyarthur1958,Griffith,QLD,1958-11-22,22,11,1958,No,Defeated,NA,1961-12-09,1961,12,9,NA
christensengeorge2010,Dawson,QLD,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
chynowethrobert1983,Flinders,VIC,1983-03-05,5,3,1983,No,Until elected for Dunkley,1,1984-12-01,1984,12,1,NA
chynowethrobert1983,Dunkley,VIC,1984-12-01,1,12,1984,No,Defeated,NA,1990-03-24,1990,3,24,NA
chynowethrobert1983,Dunkley,VIC,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
ciobosteven2001,Moncrieff,QLD,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,NA
clarejason2007,Blaxland,NSW,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
clareypercy1949,Bendigo,VIC,1949-12-10,10,12,1949,No,Died,NA,1960-05-17,1960,5,17,NA
clarkjoseph1934,Darling,NSW,1934-09-15,15,9,1934,No,Retired,NA,1969-09-29,1969,9,29,NA
clarkefrancis1901,Cowper,NSW,1901-03-29,29,3,1901,No,Defeated,NA,1903-12-16,1903,12,16,NA
clasbyjohn1931,East Sydney,NSW,1931-12-19,19,12,1931,No,Died,NA,1932-01-15,1932,1,15,NA
claylionel1958,St George,NSW,1958-11-22,22,11,1958,No,Defeated,NA,1963-11-30,1963,11,30,NA
claydonsharon2013,Newcastle,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
claytongareth1974,Isaacs,VIC,1974-05-18,18,5,1974,No,Defeated,NA,1975-12-13,1975,12,13,NA
clearyphilip1992,Wills,VIC,1992-04-11,11,4,1992,Yes,Voided,NA,1992-11-25,1992,11,25,NA
clearyphilip1992,Wills,VIC,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
cleaverrichard1955,Swan,WA,1955-12-10,10,12,1955,No,Defeated,NA,1969-10-25,1969,10,25,NA
cleelandpeter1984,McEwen,VIC,1984-12-01,1,12,1984,No,Defeated,NA,1990-03-24,1990,3,24,NA
cleelandpeter1984,McEwen,VIC,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
coatesjohn1972,Denison,TAS,1972-12-02,2,12,1972,No,Defeated,NA,1975-12-13,1975,12,13,NA
cobbjohn2001,Parkes,NSW,2001-11-10,10,11,2001,No,Until elected for Calare,1,2007-11-24,2007,11,24,NA
cobbjohn2001,Calare,NSW,2007-11-24,24,11,2007,No,Retired,NA,2016-05-09,2016,5,9,NA
cobbmichael1984,Parkes,NSW,1984-12-01,1,12,1984,No,Retired,NA,1998-08-31,1998,8,31,NA
cocklejohn1961,Warringah,NSW,1961-12-09,9,12,1961,No,Died,NA,1966-08-03,1966,8,3,NA
cohenbarry1969,Robertson,NSW,1969-10-25,25,10,1969,No,Retired,NA,1990-02-19,1990,2,19,NA
colemandavid2013,Banks,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
colemanpercy1922,Reid,NSW,1922-12-16,16,12,1922,No,Defeated,NA,1931-12-19,1931,12,19,NA
colemanwilliam1981,Wentworth,NSW,1981-04-11,11,4,1981,Yes,Retired,NA,1987-06-05,1987,6,5,NA
colesarthur1940,Henty,VIC,1940-09-21,21,9,1940,No,Resigned,NA,1946-02-11,1946,2,11,NA
collardfrederick1961,Kalgoorlie,WA,1961-12-09,9,12,1961,No,Defeated,NA,1975-12-13,1975,12,13,NA
collinsjulie2007,Franklin,TAS,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
collinsmaurice1928,Wakefield,SA,1928-11-17,17,11,1928,No,Defeated,NA,1929-10-12,1929,10,12,NA
collinsthomas1931,Hume,NSW,1931-12-19,19,12,1931,No,Defeated,NA,1943-08-21,1943,8,21,NA
comberjack1961,Bowman,QLD,1961-12-09,9,12,1961,No,Defeated,NA,1963-11-30,1963,11,30,NA
combetgregory2007,Charlton,NSW,2007-11-24,24,11,2007,No,Retired,NA,2013-08-05,2013,8,5,NA
conelanwilliam1939,Griffith,QLD,1939-05-20,20,5,1939,Yes,Defeated,NA,1949-12-10,1949,12,10,NA
connollydavid1974,Bradfield,NSW,1974-05-18,18,5,1974,No,Retired,NA,1996-01-29,1996,1,29,NA
connorrex1963,Cunningham,NSW,1963-11-30,30,11,1963,No,Died,NA,1977-08-22,1977,8,22,NA
conquestbryan1984,Hinkler,QLD,1984-12-01,1,12,1984,No,Defeated,NA,1987-07-11,1987,7,11,NA
conroyalfred1901,Werriwa,NSW,1901-03-29,29,3,1901,No,Defeated,NA,1906-12-12,1906,12,12,NA
conroyalfred1901,Werriwa,NSW,1913-05-31,31,5,1913,No,Defeated,NA,1914-09-05,1914,9,5,NA
conroypatrick2013,Charlton,NSW,2013-09-07,7,9,2013,No,Until elected for Shortland,1,2016-07-02,2016,7,2,NA
conroypatrick2013,Shortland,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
considinemichael1917,Barrier,NSW,1917-05-05,5,5,1917,No,Defeated,NA,1922-12-16,1922,12,16,NA
cookjames1901,Bourke,VIC,1901-03-29,29,3,1901,No,Defeated,NA,1910-04-13,1910,4,13,NA
cookjoseph1901,Parramatta,NSW,1901-03-29,29,3,1901,No,Resigned,NA,1921-11-11,1921,11,11,NA
cookrobert1919,Indi,VIC,1919-12-13,13,12,1919,No,Retired,NA,1928-10-09,1928,10,9,NA
cookenelson1972,Petrie,QLD,1972-12-02,2,12,1972,No,Retired,NA,1974-04-11,1974,4,11,NA
cookesamuel1901,Wannon,VIC,1901-03-29,29,3,1901,No,Retired,NA,1903-11-23,1903,11,23,NA
coonjabez1906,Batman,VIC,1906-12-12,12,12,1906,No,Defeated,NA,1910-04-13,1910,4,13,NA
copejames1955,Cook,NSW,1955-05-21,21,5,1955,Yes,Until elected for Watson,1,1955-12-10,1955,12,10,NA
copejames1955,Watson,NSW,1955-12-10,10,12,1955,No,Until elected for Sydney,1,1969-10-25,1969,10,25,NA
copejames1955,Sydney,NSW,1969-10-25,25,10,1969,No,Retired,NA,1975-11-11,1975,11,11,NA
corbettjames1966,Maranoa,QLD,1966-11-26,26,11,1966,No,Retired,NA,1980-09-19,1980,9,19,NA
corboyedwin1918,Swan,WA,1918-10-26,26,10,1918,Yes,Defeated,NA,1919-12-13,1919,12,13,NA
corcoranann2000,Isaacs,VIC,2000-08-12,12,8,2000,Yes,Retired,NA,2007-10-17,2007,10,17,NA
corserbernard1928,Wide Bay,QLD,1928-09-03,3,9,1928,Yes,Retired,NA,1954-04-21,1954,4,21,NA
corseredward1915,Wide Bay,QLD,1915-12-11,11,12,1915,Yes,Died,NA,1928-07-31,1928,7,31,NA
costadominic1949,Banks,NSW,1949-12-10,10,12,1949,No,Retired,NA,1969-09-29,1969,9,29,NA
costellopeter1990,Higgins,VIC,1990-03-24,24,3,1990,No,Resigned,NA,2009-10-19,2009,10,19,NA
cotterjohn1975,Kalgoorlie,WA,1975-12-13,13,12,1975,No,Defeated,NA,1980-10-18,1980,10,18,NA
coultonmark2007,Parkes,NSW,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
courticebrian1987,Hinkler,QLD,1987-07-11,11,7,1987,No,Defeated,NA,1993-03-13,1993,3,13,NA
courtnayfrank1958,Darebin,VIC,1958-11-22,22,11,1958,No,Retired,NA,1969-09-29,1969,9,29,NA
couttswilfred1954,Griffith,QLD,1954-05-29,29,5,1954,No,Defeated,NA,1958-11-22,1958,11,22,NA
couttswilfred1954,Griffith,QLD,1961-12-09,9,12,1961,No,Defeated,NA,1966-11-26,1966,11,26,NA
cowandavid1980,Lyne,NSW,1980-10-18,18,10,1980,No,Retired,NA,1993-02-08,1993,2,8,NA
coxdavid1998,Kingston,SA,1998-10-03,3,10,1998,No,Defeated,NA,2004-10-09,2004,10,9,NA
cramerjohn1949,Bennelong,NSW,1949-12-10,10,12,1949,No,Retired,NA,1974-04-11,1974,4,11,NA
crawfordmary1987,Forde,QLD,1987-07-11,11,7,1987,No,Defeated,NA,1996-03-02,1996,3,2,NA
creanfrank1951,Melbourne Ports,VIC,1951-04-28,28,4,1951,No,Retired,NA,1977-11-10,1977,11,10,NA
creansimon1990,Hotham,VIC,1990-03-24,24,3,1990,No,Retired,NA,2013-08-05,2013,8,5,NA
cremeanjohn1949,Hoddle,VIC,1949-12-10,10,12,1949,No,Defeated,NA,1955-12-10,1955,12,10,NA
crewtherchris2016,Dunkley,VIC,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
crookanthony2010,O'Connor,WA,2010-08-21,21,8,2010,No,Retired,NA,2013-08-05,2013,8,5,NA
crosiojanice1990,Prospect,NSW,1990-03-24,24,3,1990,No,Retired,NA,2004-08-31,2004,8,31,NA
crossmanfred1961,Brisbane,QLD,1961-12-09,9,12,1961,No,Defeated,NA,1975-12-13,1975,12,13,NA
crossmanfred1961,Brisbane,QLD,1980-10-18,18,10,1980,No,Retired,NA,1990-02-19,1990,2,19,NA
crouchrichard1901,Corio,VIC,1901-03-29,29,3,1901,No,Defeated,NA,1910-04-13,1910,4,13,NA
crouchrichard1901,Corangamite,VIC,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
cruickshankgeorge1901,Gwydir,NSW,1901-03-29,29,3,1901,No,Retired,NA,1903-11-23,1903,11,23,NA
culleycharles1928,Denison,TAS,1928-11-17,17,11,1928,No,Defeated,NA,1931-12-19,1931,12,19,NA
culpinmillice1903,Brisbane,QLD,1903-12-16,16,12,1903,No,Defeated,NA,1906-12-12,1906,12,12,NA
cunninghambarry1980,McMillan,VIC,1980-10-18,18,10,1980,No,Defeated,NA,1990-03-24,1990,3,24,NA
cunninghambarry1980,McMillan,VIC,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
cunninghamlucien1919,Gwydir,NSW,1919-12-13,13,12,1919,No,Defeated,NA,1925-11-14,1925,11,14,NA
cunninghamlucien1919,Gwydir,NSW,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
curtindaniel1949,Watson,NSW,1949-12-10,10,12,1949,No,Until elected for Kingsford-Smith,1,1955-12-10,1955,12,10,NA
curtindaniel1949,Kingsford-Smith,NSW,1955-12-10,10,12,1955,No,Retired,NA,1969-09-29,1969,9,29,Same as Kingsford Smith - name was changed in 2001
curtinjohn1928,Fremantle,WA,1928-11-17,17,11,1928,No,Defeated,NA,1931-12-19,1931,12,19,NA
curtinjohn1928,Fremantle,WA,1934-09-15,15,9,1934,No,Died,NA,1945-07-05,1945,7,5,NA
cusackjohn1929,Eden-Monaro,NSW,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
dalyfred1943,Martin,NSW,1943-08-21,21,8,1943,No,Until elected for Grayndler,1,1949-12-10,1949,12,10,NA
dalyfred1943,Grayndler,NSW,1949-12-10,10,12,1949,No,Retired,NA,1975-11-11,1975,11,11,NA
danbymichael1998,Melbourne Ports,VIC,1998-10-03,3,10,1998,No,NA,NA,NA,NA,NA,NA,NA
dankelgeorge1913,Boothby,SA,1913-05-31,31,5,1913,No,Retired,NA,1917-03-26,1917,3,26,NA
dargavelsteven1997,Fraser,ACT,1997-02-01,1,2,1997,Yes,Retired,NA,1998-08-31,1998,8,31,NA
darlingelaine1980,Lilley,QLD,1980-10-18,18,10,1980,No,Retired,NA,1993-02-08,1993,2,8,NA
dathyvette2007,Petrie,QLD,2007-11-24,24,11,2007,No,Defeated,NA,2013-09-07,2013,9,7,NA
davidsoncharles1946,Capricornia,QLD,1946-09-28,28,9,1946,No,Until elected for Dawson,1,1949-12-10,1949,12,10,NA
davidsoncharles1946,Dawson,QLD,1949-12-10,10,12,1949,No,Retired,NA,1963-11-01,1963,11,1,NA
daviesronald1958,Braddon,TAS,1958-11-22,22,11,1958,No,Defeated,NA,1975-12-13,1975,12,13,NA
davieswilliam1949,Cunningham,NSW,1949-12-10,10,12,1949,No,Died,NA,1956-02-17,1956,2,17,NA
davisfrancis1949,Deakin,VIC,1949-12-10,10,12,1949,No,Retired,NA,1966-10-31,1966,10,31,NA
dawkinsjohn1974,Tangney,WA,1974-05-18,18,5,1974,No,Defeated,NA,1975-12-13,1975,12,13,NA
dawkinsjohn1974,Fremantle,WA,1977-12-10,10,12,1977,No,Resigned,NA,1994-02-04,1994,2,4,NA
deahmmaggie1993,Macquarie,NSW,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
deakinalfred1901,Ballaarat,VIC,1901-03-29,29,3,1901,No,Retired,NA,1913-04-23,1913,4,23,NA
deangordon1977,Herbert,QLD,1977-12-10,10,12,1977,No,Defeated,NA,1983-03-05,1983,3,5,NA
deanroger1949,Robertson,NSW,1949-12-10,10,12,1949,No,Resigned,NA,1964-09-30,1964,9,30,NA
debusrobert2007,Macquarie,NSW,2007-11-24,24,11,2007,No,Retired,NA,2010-07-19,2010,7,19,NA
dedmanjohn1940,Corio,VIC,1940-03-02,2,3,1940,Yes,Defeated,NA,1949-12-10,1949,12,10,NA
deinadam1931,Lang,NSW,1931-12-19,19,12,1931,No,Retired,NA,1934-08-07,1934,8,7,NA
dennissamuel1931,Batman,VIC,1931-12-19,19,12,1931,No,Defeated,NA,1934-09-15,1934,9,15,NA
devineleonard1963,East Sydney,NSW,1963-09-28,28,9,1963,Yes,Retired,NA,1969-09-29,1969,9,29,NA
dickmilton2016,Oxley,QLD,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
dobiedon1966,Hughes,NSW,1966-11-26,26,11,1966,No,Until elected for Cook,1,1969-10-25,1969,10,25,NA
dobiedon1966,Cook,NSW,1969-10-25,25,10,1969,No,Defeated,NA,1972-12-02,1972,12,2,NA
dobiedon1966,Cook,NSW,1975-12-13,13,12,1975,No,Retired,NA,1996-01-29,1996,1,29,NA
doddpeter1993,Leichhardt,QLD,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
dondasnicholas1996,Northern Territory,NT,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
downeralexander1984,Mayo,SA,1984-12-01,1,12,1984,No,Resigned,NA,2008-07-14,2008,7,14,NA
downeralexander1949,Angas,SA,1949-12-10,10,12,1949,No,Resigned,NA,1964-04-23,1964,4,23,NA
doylefrancis1972,Lilley,QLD,1972-12-02,2,12,1972,No,Defeated,NA,1974-05-18,1974,5,18,NA
drakefordarthur1934,Maribyrnong,VIC,1934-09-15,15,9,1934,No,Defeated,NA,1955-12-10,1955,12,10,NA
drapertrish1996,Makin,SA,1996-03-02,2,3,1996,No,Retired,NA,2007-10-17,2007,10,17,NA
dreyfusmark2007,Isaacs,VIC,2007-11-24,24,11,2007,No,NA,NA,NA,NA,NA,NA,NA
drumdamian2016,Murray,VIC,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
drummonddavid1949,New England,NSW,1949-12-10,10,12,1949,No,Retired,NA,1963-11-01,1963,11,1,NA
drummondpeter1972,Forrest,WA,1972-12-02,2,12,1972,No,Retired,NA,1987-06-05,1987,6,5,NA
druryedward1949,Ryan,QLD,1949-12-10,10,12,1949,No,Retired,NA,1975-11-11,1975,11,11,NA
duboisstephen1984,St George,NSW,1984-12-01,1,12,1984,No,Retired,NA,1993-02-08,1993,2,8,NA
duffymichael1980,Holt,VIC,1980-10-18,18,10,1980,No,Retired,NA,1996-01-29,1996,1,29,NA
duncanpeter1984,Makin,SA,1984-12-01,1,12,1984,No,Defeated,NA,1996-03-02,1996,3,2,NA
duncanhughesjohn1922,Boothby,SA,1922-12-16,16,12,1922,No,Defeated,NA,1928-11-17,1928,11,17,NA
duncanhughesjohn1922,Wakefield,SA,1940-09-21,21,9,1940,No,Defeated,NA,1943-08-21,1943,8,21,NA
duthiegilbert1946,Wilmot,TAS,1946-09-28,28,9,1946,No,Defeated,NA,1975-12-13,1975,12,13,NA
duttonpeter2001,Dickson,QLD,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,NA
eassonmary1993,Lowe,NSW,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
edmondswilliam1946,Herbert,QLD,1946-09-28,28,9,1946,No,Defeated,NA,1958-11-22,1958,11,22,NA
edwardsgeorge1901,South Sydney,NSW,1901-03-29,29,3,1901,No,Retired,NA,1906-11-05,1906,11,5,NA
edwardsgeorge1901,North Sydney,NSW,1910-04-13,13,4,1910,No,Died,NA,1911-02-04,1911,2,4,NA
edwardsgraham1998,Cowan,WA,1998-10-03,3,10,1998,No,Retired,NA,2007-10-17,2007,10,17,NA
edwardsharold1972,Berowra,NSW,1972-12-02,2,12,1972,No,Retired,NA,1993-02-08,1993,2,8,NA
edwardsrichard1901,Oxley,QLD,1901-03-30,30,3,1901,No,Retired,NA,1913-04-23,1913,4,23,NA
edwardsronald1983,Stirling,WA,1983-03-05,5,3,1983,No,Defeated,NA,1993-03-13,1993,3,13,NA
egginseldred1949,Lyne,NSW,1949-12-10,10,12,1949,No,Died,NA,1952-01-28,1952,1,28,NA
einfeldsydney1961,Phillip,NSW,1961-12-09,9,12,1961,No,Defeated,NA,1963-11-30,1963,11,30,NA
eldridgejohn1929,Martin,NSW,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
ellicottbob1974,Wentworth,NSW,1974-05-18,18,5,1974,No,Resigned,NA,1981-02-17,1981,2,17,NA
elliotjustine2004,Richmond,NSW,2004-10-09,9,10,2004,No,NA,NA,NA,NA,NA,NA,NA
elliottrobert1990,Parramatta,NSW,1990-03-24,24,3,1990,No,Defeated,NA,1996-03-02,1996,3,2,NA
ellisannette1996,Namadgi,ACT,1996-03-02,2,3,1996,No,Until elected for Canberra,1,1998-10-03,1998,10,3,NA
ellisannette1996,Canberra,ACT,1998-10-03,3,10,1998,No,Retired,NA,2010-07-19,2010,7,19,NA
elliskate2004,Adelaide,SA,2004-10-09,9,10,2004,No,NA,NA,NA,NA,NA,NA,NA
elsonkay1996,Forde,QLD,1996-03-02,2,3,1996,No,Retired,NA,2007-10-17,2007,10,17,NA
emersoncraig1998,Rankin,QLD,1998-10-03,3,10,1998,No,Retired,NA,2013-08-05,2013,8,5,NA
enderbykep1970,Australian Capital Territory,ACT,1970-05-30,30,5,1970,Yes,Until elected for Canberra,1,1974-05-18,1974,5,18,NA
enderbykep1970,Canberra,ACT,1974-05-18,18,5,1974,No,Defeated,NA,1975-12-13,1975,12,13,NA
englandjohn1960,Calare,NSW,1960-11-05,5,11,1960,Yes,Retired,NA,1975-11-11,1975,11,11,NA
entschwarren1996,Leichhardt,QLD,1996-03-02,2,3,1996,No,Retired,NA,2007-10-17,2007,10,17,NA
entschwarren1996,Leichhardt,QLD,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
erwindudley1955,Ballaarat,VIC,1955-12-10,10,12,1955,No,Retired,NA,1975-11-11,1975,11,11,NA
evansgareth1996,Holt,VIC,1996-03-02,2,3,1996,No,Resigned,NA,1999-09-30,1999,9,30,NA
evansmartyn1994,Bonython,SA,1994-03-19,19,3,1994,Yes,Defeated,NA,2004-10-09,2004,10,9,NA
evansrichard1993,Cowan,WA,1993-03-13,13,3,1993,No,Defeated,NA,1998-10-03,1998,10,3,NA
evanstrevor2016,Brisbane,QLD,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
evattherbert1940,Barton,NSW,1940-09-21,21,9,1940,No,Until elected for Hunter,1,1958-11-22,1958,11,22,NA
evattherbert1940,Hunter,NSW,1958-11-22,22,11,1958,No,Resigned,NA,1960-02-10,1960,2,10,NA
everinghamdouglas1967,Capricornia,QLD,1967-09-30,30,9,1967,Yes,Defeated,NA,1975-12-13,1975,12,13,NA
everinghamdouglas1967,Capricornia,QLD,1977-12-10,10,12,1977,No,Retired,NA,1984-10-26,1984,10,26,NA
everinghampaul1984,Northern Territory,NT,1984-12-01,1,12,1984,No,Retired,NA,1987-06-05,1987,6,5,NA
ewertkeith1952,Flinders,VIC,1952-10-18,18,10,1952,Yes,Defeated,NA,1954-05-29,1954,5,29,NA
ewingthomas1901,Richmond,NSW,1901-03-29,29,3,1901,No,Retired,NA,1910-02-19,1910,2,19,NA
faddenarthur1936,Darling Downs,QLD,1936-12-19,19,12,1936,Yes,Until elected for McPherson,1,1949-12-10,1949,12,10,NA
faddenarthur1936,McPherson,QLD,1949-12-10,10,12,1949,No,Retired,NA,1958-10-14,1958,10,14,NA
faheyjohn1996,Macarthur,NSW,1996-03-02,2,3,1996,No,Retired,NA,2001-10-08,2001,10,8,NA
faileslaurence1949,Lawson,NSW,1949-12-10,10,12,1949,No,Retired,NA,1969-09-29,1969,9,29,NA
fairbairndavid1949,Farrer,NSW,1949-12-10,10,12,1949,No,Retired,NA,1975-11-11,1975,11,11,NA
fairbairngeorge1906,Fawkner,VIC,1906-12-12,12,12,1906,No,Defeated,NA,1913-05-31,1913,5,31,NA
fairbairnjames1933,Flinders,VIC,1933-11-11,11,11,1933,Yes,Died,NA,1940-08-13,1940,8,13,NA
fairhallallen1949,Paterson,NSW,1949-12-10,10,12,1949,No,Retired,NA,1969-09-29,1969,9,29,NA
falconerpeter1975,Casey,VIC,1975-12-13,13,12,1975,No,Defeated,NA,1983-03-05,1983,3,5,NA
falinskijason2016,Mackellar,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
falkindercharles1946,Franklin,TAS,1946-09-28,28,9,1946,No,Retired,NA,1966-10-31,1966,10,31,NA
falkinerfranc1913,Riverina,NSW,1913-05-31,31,5,1913,No,Defeated,NA,1914-09-05,1914,9,5,NA
falkinerfranc1913,Hume,NSW,1917-05-05,5,5,1917,No,Retired,NA,1919-11-03,1919,11,3,NA
falsteinmax1940,Watson,NSW,1940-09-21,21,9,1940,No,Defeated,NA,1949-12-10,1949,12,10,NA
farmerpatrick2001,Macarthur,NSW,2001-11-10,10,11,2001,No,Retired,NA,2010-07-19,2010,7,19,NA
fatinwendy1983,Canning,WA,1983-03-05,5,3,1983,No,Until elected for Brand,1,1984-12-01,1984,12,1,NA
fatinwendy1983,Brand,WA,1984-12-01,1,12,1984,No,Retired,NA,1996-01-29,1996,1,29,NA
fawcettdavid2004,Wakefield,SA,2004-10-09,9,10,2004,No,Defeated,NA,2007-11-24,2007,11,24,NA
feeneydavid2013,Batman,VIC,2013-09-07,7,9,2013,No,Resigned,NA,2018-02-01,2018,2,1,NA
fentonjames1910,Maribyrnong,VIC,1910-04-13,13,4,1910,No,Defeated,NA,1934-09-15,1934,9,15,NA
fergusonlaurie1990,Reid,NSW,1990-03-24,24,3,1990,No,Until elected for Werriwa,1,2010-08-21,2010,8,21,NA
fergusonlaurie1990,Werriwa,NSW,2010-08-21,21,8,2010,No,Retired,NA,2016-05-09,2016,5,9,NA
fergusonmartin1996,Batman,VIC,1996-03-02,2,3,1996,No,Retired,NA,2013-08-05,2013,8,5,NA
fergusonmichael2004,Bass,TAS,2004-10-09,9,10,2004,No,Defeated,NA,2007-11-24,2007,11,24,NA
fifewal1975,Farrer,NSW,1975-12-13,13,12,1975,No,Until elected for Hume,1,1984-12-01,1984,12,1,NA
fifewal1975,Hume,NSW,1984-12-01,1,12,1984,No,Retired,NA,1993-02-08,1993,2,8,NA
filingpaul1990,Moore,WA,1990-03-24,24,3,1990,No,Defeated,NA,1998-10-03,1998,10,3,NA
finlaysonwilliam1910,Brisbane,QLD,1910-04-13,13,4,1910,No,Defeated,NA,1919-12-13,1919,12,13,NA
fischertimothy1984,Farrer,NSW,1984-12-01,1,12,1984,No,Retired,NA,2001-10-08,2001,10,8,NA
fisherandrew1901,Wide Bay,QLD,1901-03-30,30,3,1901,No,Resigned,NA,1915-10-26,1915,10,26,NA
fisherpeter1972,Mallee,VIC,1972-12-02,2,12,1972,No,Retired,NA,1993-02-08,1993,2,8,NA
fiskenarchibald1934,Ballaarat,VIC,1934-09-15,15,9,1934,No,Retired,NA,1937-09-21,1937,9,21,NA
fitzgeraldjoseph1949,Phillip,NSW,1949-12-10,10,12,1949,No,Defeated,NA,1955-12-10,1955,12,10,NA
fitzgibboneric1984,Hunter,NSW,1984-12-01,1,12,1984,No,Retired,NA,1996-01-29,1996,1,29,NA
fitzgibbonjoel1996,Hunter,NSW,1996-03-02,2,3,1996,No,NA,NA,NA,NA,NA,NA,NA
fitzpatrickjohn1969,Darling,NSW,1969-10-25,25,10,1969,No,Until elected for Riverina,1,1977-12-10,1977,12,10,NA
fitzpatrickjohn1969,Riverina,NSW,1977-12-10,10,12,1977,No,Retired,NA,1980-09-19,1980,9,19,NA
flemingwilliam1913,Robertson,NSW,1913-05-31,31,5,1913,No,Defeated,NA,1922-12-16,1922,12,16,NA
fletcherpaul2009,Bradfield,NSW,2009-12-05,5,12,2009,Yes,NA,NA,NA,NA,NA,NA,NA
