uniqueID,division,state,electionDate,electionDay,electionMonth,electionYear,byElection,reasonCeasedToBeMember,changedSeat,ceasedToBeMemberDate,ceasedToBeMemberYear,ceasedToBeMemberMonth,ceasedToBeMemberDay,Comment
irvinewilliam1906,Flinders,VIC,1906-12-12,12,12,1906,No,Resigned,NA,1918-04-05,1918,4,5,NA
irwinjulia1998,Fowler,NSW,1998-10-03,3,10,1998,No,Retired,NA,2010-07-19,2010,7,19,NA
irwinleslie1963,Mitchell,NSW,1963-11-30,30,11,1963,No,Defeated,NA,1972-12-02,1972,12,2,NA
isaacsisaac1901,Indi,VIC,1901-03-29,29,3,1901,No,Resigned,NA,1906-10-12,1906,10,12,NA
jackwilliam1949,North Sydney,NSW,1949-12-10,10,12,1949,No,Retired,NA,1966-10-31,1966,10,31,NA
jacksondavid1919,Bass,TAS,1919-12-13,13,12,1919,No,Defeated,NA,1929-10-12,1929,10,12,NA
jacksonsharryn2001,Hasluck,WA,2001-11-10,10,11,2001,No,Defeated,NA,2004-10-09,2004,10,9,NA
jacksonsharryn2001,Hasluck,WA,2007-11-24,24,11,2007,No,Defeated,NA,2010-08-21,2010,8,21,NA
jacobiralph1969,Hawker,SA,1969-10-25,25,10,1969,No,Retired,NA,1987-06-05,1987,6,5,NA
jakobsencarolyn1984,Cowan,WA,1984-12-01,1,12,1984,No,Defeated,NA,1993-03-13,1993,3,13,NA
jamesalbert1960,Hunter,NSW,1960-04-09,9,4,1960,Yes,Retired,NA,1980-09-19,1980,9,19,NA
jamesrowland1928,Hunter,NSW,1928-11-17,17,11,1928,No,Retired,NA,1958-10-14,1958,10,14,NA
jarmanalan1966,Deakin,VIC,1966-11-26,26,11,1966,No,Defeated,NA,1983-03-05,1983,3,5,NA
jeanessusan1996,Kingston,SA,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
jenkinsharry1969,Scullin,VIC,1969-10-25,25,10,1969,No,Resigned,NA,1985-12-20,1985,12,20,NA
jenkinsharry1986,Scullin,VIC,1986-02-08,8,2,1986,Yes,Retired,NA,2013-08-05,2013,8,5,NA
jenningsjohn1931,South Sydney,NSW,1931-12-19,19,12,1931,No,Until elected for Watson,1,1934-09-15,1934,9,15,NA
jenningsjohn1931,Watson,NSW,1934-09-15,15,9,1934,No,Defeated,NA,1940-09-21,1940,9,21,NA
jensendennis2004,Tangney,WA,2004-10-09,9,10,2004,No,Defeated,NA,2016-07-02,2016,7,2,NA
jensenjens1910,Bass,TAS,1910-04-13,13,4,1910,No,Defeated,NA,1919-12-13,1919,12,13,NA
jessjohn1960,La Trobe,VIC,1960-04-09,9,4,1960,Yes,Defeated,NA,1972-12-02,1972,12,2,NA
jessopdonald1966,Grey,SA,1966-11-26,26,11,1966,No,Defeated,NA,1969-10-25,1969,10,25,NA
johnsgary1987,Petrie,QLD,1987-07-11,11,7,1987,No,Defeated,NA,1996-03-02,1996,3,2,NA
johnsonherbert1940,Kalgoorlie,WA,1940-11-16,16,11,1940,Yes,Retired,NA,1958-10-14,1958,10,14,NA
johnsonleonard1969,Burke,VIC,1969-10-25,25,10,1969,No,Retired,NA,1980-09-19,1980,9,19,NA
johnsonles1955,Hughes,NSW,1955-12-10,10,12,1955,No,Defeated,NA,1966-11-26,1966,11,26,NA
johnsonles1955,Hughes,NSW,1969-10-25,25,10,1969,No,Resigned,NA,1983-12-19,1983,12,19,NA
johnsonmichael2001,Ryan,QLD,2001-11-10,10,11,2001,No,Defeated,NA,2010-08-21,2010,8,21,NA
johnsonpeter1975,Brisbane,QLD,1975-12-13,13,12,1975,No,Defeated,NA,1980-10-18,1980,10,18,NA
johnsonelliot1903,Lang,NSW,1903-12-16,16,12,1903,No,Defeated,NA,1928-11-17,1928,11,17,NA
johnsonwilliam1910,Robertson,NSW,1910-04-13,13,4,1910,No,Defeated,NA,1913-05-31,1913,5,31,NA
johnstonjames1977,Hotham,VIC,1977-12-10,10,12,1977,No,Defeated,NA,1980-10-18,1980,10,18,NA
johnstonricky1996,Canning,WA,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
jolleyedward1914,Grampians,VIC,1914-09-05,5,9,1914,No,Died,NA,1915-01-01,1915,1,1,NA
jollywilliam1937,Lilley,QLD,1937-10-23,23,10,1937,No,Defeated,NA,1943-08-21,1943,8,21,NA
jonesandrew1966,Adelaide,SA,1966-11-26,26,11,1966,No,Defeated,NA,1969-10-25,1969,10,25,NA
jonesbarry1977,Lalor,VIC,1977-12-10,10,12,1977,No,Retired,NA,1998-08-31,1998,8,31,NA
jonescharles1958,Newcastle,NSW,1958-11-22,22,11,1958,No,Retired,NA,1983-02-04,1983,2,4,NA
jonesewen2010,Herbert,QLD,2010-08-21,21,8,2010,No,Defeated,NA,2016-07-02,2016,7,2,NA
jonespaul1928,Indi,VIC,1928-11-17,17,11,1928,No,Defeated,NA,1931-12-19,1931,12,19,NA
jonesstephen2010,Throsby,NSW,2010-08-21,21,8,2010,No,Until elected for Whitlam,1,2016-07-02,2016,7,2,NA
jonesstephen2010,Whitlam,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
joshuarobert1951,Ballaarat,VIC,1951-04-28,28,4,1951,No,Defeated,NA,1955-12-10,1955,12,10,NA
joskepercy1951,Balaclava,VIC,1951-07-28,28,7,1951,Yes,Resigned,NA,1960-06-02,1960,6,2,NA
jowettedmund1917,Grampians,VIC,1917-10-27,27,10,1917,Yes,Defeated,NA,1922-12-16,1922,12,16,NA
joycebarnaby2013,New England,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
julldavid1975,Bowman,QLD,1975-12-13,13,12,1975,No,Defeated,NA,1983-03-05,1983,3,5,NA
julldavid1975,Fadden,QLD,1984-12-01,1,12,1984,No,Retired,NA,2007-10-17,2007,10,17,NA
katterbob1993,Kennedy,QLD,1993-03-13,13,3,1993,No,NA,NA,NA,NA,NA,NA,NA
katterbob1966,Kennedy,QLD,1966-11-26,26,11,1966,No,Retired,NA,1990-02-19,1990,2,19,NA
keanerichard1929,Bendigo,VIC,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
kearneyged2018,Batman,VIC,2018-03-17,17,3,2018,Yes,NA,NA,NA,NA,NA,NA,NA
kearneyvictor1956,Cunningham,NSW,1956-04-11,11,4,1956,Yes,Retired,NA,1963-11-01,1963,11,1,NA
keatingpaul1969,Blaxland,NSW,1969-10-25,25,10,1969,No,Resigned,NA,1996-04-23,1996,4,23,NA
keayjustine2016,Braddon,TAS,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
keenanmichael2004,Stirling,WA,2004-10-09,9,10,2004,No,NA,NA,NA,NA,NA,NA,NA
kekwickbruce1949,Bass,TAS,1949-12-10,10,12,1949,No,Defeated,NA,1954-05-29,1954,5,29,NA
kellybert1958,Wakefield,SA,1958-11-22,22,11,1958,No,Retired,NA,1977-11-10,1977,11,10,NA
kellycraig2010,Hughes,NSW,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
kellydeanne1996,Dawson,QLD,1996-03-02,2,3,1996,No,Defeated,NA,2007-11-24,2007,11,24,NA
kellyjackie1996,Lindsay,NSW,1996-03-02,2,3,1996,No,Voided,NA,1996-09-11,1996,9,11,NA
kellyjackie1996,Lindsay,NSW,1996-10-19,19,10,1996,Yes,Retired,NA,2007-10-17,2007,10,17,NA
kellymichael2007,Eden-Monaro,NSW,2007-11-24,24,11,2007,No,Defeated,NA,2013-09-07,2013,9,7,NA
kellymichael2007,Eden-Monaro,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
kellyros1980,Canberra,ACT,1980-10-18,18,10,1980,No,Resigned,NA,1995-01-30,1995,1,30,NA
kellywilliam1903,Wentworth,NSW,1903-12-16,16,12,1903,No,Retired,NA,1919-11-03,1919,11,3,NA
kempdavid1990,Goldstein,VIC,1990-03-24,24,3,1990,No,Retired,NA,2004-08-31,2004,8,31,NA
kendellwilliam1913,Corio,VIC,1913-05-31,31,5,1913,No,Defeated,NA,1914-09-05,1914,9,5,NA
kennedyandrew1969,Bendigo,VIC,1969-06-07,7,6,1969,Yes,Defeated,NA,1972-12-02,1972,12,2,NA
kennedythomas1901,Moira,VIC,1901-03-29,29,3,1901,No,Defeated,NA,1906-12-12,1906,12,12,NA
kenthugheswilfrid1949,Chisholm,VIC,1949-12-10,10,12,1949,No,Died,NA,1970-07-31,1970,7,31,NA
kentlewis1980,Hotham,VIC,1980-10-18,18,10,1980,No,Defeated,NA,1990-03-24,1990,3,24,NA
keoghleonard1969,Bowman,QLD,1969-10-25,25,10,1969,No,Defeated,NA,1975-12-13,1975,12,13,NA
keoghleonard1969,Bowman,QLD,1983-03-05,5,3,1983,No,Retired,NA,1987-06-05,1987,6,5,NA
keoghmatthew2016,Burt,WA,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
keonstandish1949,Yarra,VIC,1949-12-10,10,12,1949,No,Defeated,NA,1955-12-10,1955,12,10,NA
kerbyedwin1919,Ballaarat,VIC,1919-12-13,13,12,1919,No,Voided,NA,1920-06-02,1920,6,2,NA
kerinjohn1972,Macarthur,NSW,1972-12-02,2,12,1972,No,Defeated,NA,1975-12-13,1975,12,13,NA
kerinjohn1972,Werriwa,NSW,1978-09-23,23,9,1978,Yes,Resigned,NA,1993-12-22,1993,12,22,NA
kernotcheryl1998,Dickson,QLD,1998-10-03,3,10,1998,No,Defeated,NA,2001-11-10,2001,11,10,NA
kerrduncan1987,Denison,TAS,1987-07-11,11,7,1987,No,Retired,NA,2010-07-19,2010,7,19,NA
khalilpeter2016,Wills,VIC,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
killenjames1955,Moreton,QLD,1955-12-10,10,12,1955,No,Resigned,NA,1983-08-15,1983,8,15,NA
killenwilliam1922,Riverina,NSW,1922-12-16,16,12,1922,No,Retired,NA,1931-11-27,1931,11,27,NA
kingcatherine2001,Ballarat,VIC,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,Ballaarat until federal redistribution 1977
kingmadeleine2016,Brand,WA,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
kingpeter2001,Wentworth,NSW,2001-11-10,10,11,2001,No,Defeated,NA,2004-10-09,2004,10,9,NA
kingrobert1958,Wimmera,VIC,1958-11-22,22,11,1958,No,Retired,NA,1977-11-10,1977,11,10,NA
kingstoncharles1901,South Australia,SA,1901-03-30,30,3,1901,No,Until elected for Adelaide,1,1903-12-16,1903,12,16,NA
kingstoncharles1901,Adelaide,SA,1903-12-16,16,12,1903,No,Died,NA,1908-05-11,1908,5,11,NA
kirwanfrank1969,Forrest,WA,1969-10-25,25,10,1969,No,Defeated,NA,1972-12-02,1972,12,2,NA
kirwanjohn1901,Kalgoorlie,WA,1901-03-29,29,3,1901,No,Defeated,NA,1903-12-16,1903,12,16,NA
klugmandick1969,Prospect,NSW,1969-10-25,25,10,1969,No,Retired,NA,1990-02-19,1990,2,19,NA
knottpeter1993,Gilmore,NSW,1993-03-13,13,3,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
knoxwilliam1901,Kooyong,VIC,1901-03-29,29,3,1901,No,Resigned,NA,1910-07-26,1910,7,26,NA
laceyandrew1922,Grey,SA,1922-12-16,16,12,1922,No,Defeated,NA,1931-12-19,1931,12,19,NA
lambtony1972,La Trobe,VIC,1972-12-02,2,12,1972,No,Defeated,NA,1975-12-13,1975,12,13,NA
lambtony1972,Streeton,VIC,1984-12-01,1,12,1984,No,Defeated,NA,1990-03-24,1990,3,24,NA
lambsusan2016,Longman,QLD,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
lambertwilliam1921,West Sydney,NSW,1921-09-03,3,9,1921,Yes,Died,NA,1928-09-06,1928,9,6,NA
lamingandrew2004,Bowman,QLD,2004-10-09,9,10,2004,No,NA,NA,NA,NA,NA,NA,NA
lamondhector1917,Illawarra,NSW,1917-05-05,5,5,1917,No,Defeated,NA,1922-12-16,1922,12,16,NA
landrymichelle2013,Capricornia,QLD,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
lanealbert1931,Barton,NSW,1931-12-19,19,12,1931,No,Defeated,NA,1940-09-21,1940,9,21,NA
langjack1946,Reid,NSW,1946-09-28,28,9,1946,No,Defeated,NA,1949-12-10,1949,12,10,NA
langmorejohn1984,Fraser,ACT,1984-12-01,1,12,1984,No,Resigned,NA,1996-12-06,1996,12,6,NA
langtryjoseph1940,Riverina,NSW,1940-09-21,21,9,1940,No,Defeated,NA,1949-12-10,1949,12,10,NA
lathamjohn1922,Kooyong,VIC,1922-12-16,16,12,1922,No,Retired,NA,1934-08-07,1934,8,7,NA
lathammark1994,Werriwa,NSW,1994-01-29,29,1,1994,Yes,Resigned,NA,2005-01-21,2005,1,21,NA
laundycraig2013,Reid,NSW,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
lavarchmichael1987,Fisher,QLD,1987-07-11,11,7,1987,No,Until elected for Dickson,1,1993-04-17,1993,4,17,NA
lavarchmichael1987,Dickson,QLD,1993-04-17,17,4,1993,No,Defeated,NA,1996-03-02,1996,3,2,NA
lavellethomas1919,Calare,NSW,1919-12-13,13,12,1919,No,Defeated,NA,1922-12-16,1922,12,16,NA
lawleranthony1998,Parkes,NSW,1998-10-03,3,10,1998,No,Retired,NA,2001-10-08,2001,10,8,NA
lawrencecarmen1994,Fremantle,WA,1994-03-12,12,3,1994,Yes,Retired,NA,2007-10-17,2007,10,17,NA
lawrencewilliam1949,Wimmera,VIC,1949-12-10,10,12,1949,No,Defeated,NA,1958-11-22,1958,11,22,NA
lawsongeorge1931,Brisbane,QLD,1931-12-19,19,12,1931,No,Retired,NA,1961-11-02,1961,11,2,NA
lawsonjohn1931,Macquarie,NSW,1931-12-19,19,12,1931,No,Defeated,NA,1940-09-21,1940,9,21,NA
lazzarinihubert1919,Werriwa,NSW,1919-12-13,13,12,1919,No,Defeated,NA,1931-12-19,1931,12,19,NA
lazzarinihubert1919,Werriwa,NSW,1934-09-15,15,9,1934,No,Died,NA,1952-10-01,1952,10,1,NA
leckiejohn1917,Indi,VIC,1917-05-05,5,5,1917,No,Defeated,NA,1919-12-13,1919,12,13,NA
leehenry1903,Cowper,NSW,1903-12-16,16,12,1903,No,Defeated,NA,1906-12-12,1906,12,12,NA
leemervyn1966,Lalor,VIC,1966-11-26,26,11,1966,No,Defeated,NA,1969-10-25,1969,10,25,NA
leemichael1984,Dobell,NSW,1984-12-01,1,12,1984,No,Defeated,NA,2001-11-10,2001,11,10,NA
leeserjulian2016,Berowra,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
leighandrew2010,Fraser,ACT,2010-08-21,21,8,2010,No,Until elected for Fenner,1,2016-07-02,2016,7,2,NA
leighandrew2010,Fenner,ACT,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
lemmonnelson1943,Forrest,WA,1943-08-21,21,8,1943,No,Defeated,NA,1949-12-10,1949,12,10,NA
lemmonnelson1943,St George,NSW,1954-05-29,29,5,1954,No,Defeated,NA,1955-12-10,1955,12,10,NA
lesliehugh1949,Moore,WA,1949-12-10,10,12,1949,No,Defeated,NA,1958-11-22,1958,11,22,NA
lesliehugh1949,Moore,WA,1961-12-09,9,12,1961,No,Retired,NA,1963-11-01,1963,11,1,NA
lewisarthur1929,Corio,VIC,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
leysussan2001,Farrer,NSW,2001-11-10,10,11,2001,No,NA,NA,NA,NA,NA,NA,NA
leythomas1925,Barton,NSW,1925-11-14,14,11,1925,No,Defeated,NA,1928-11-17,1928,11,17,NA
liddellfrank1903,Hunter,NSW,1903-12-16,16,12,1903,No,Defeated,NA,1910-04-13,1910,4,13,NA
liebermanlouis1993,Indi,VIC,1993-03-13,13,3,1993,No,Retired,NA,2001-10-08,2001,10,8,NA
lindsayeamon1983,Herbert,QLD,1983-03-05,5,3,1983,No,Defeated,NA,1996-03-02,1996,3,2,NA
lindsaypeter1996,Herbert,QLD,1996-03-02,2,3,1996,No,Retired,NA,2010-07-19,2010,7,19,NA
lindsayrobert1954,Flinders,VIC,1954-05-29,29,5,1954,No,Retired,NA,1966-10-31,1966,10,31,NA
listerjohn1917,Corio,VIC,1917-05-05,5,5,1917,No,Defeated,NA,1929-10-12,1929,10,12,NA
littleprouddavid2016,Maranoa,QLD,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
livermorekirsten1998,Capricornia,QLD,1998-10-03,3,10,1998,No,Retired,NA,2013-08-05,2013,8,5,NA
livingstonjohn1906,Barker,SA,1906-12-12,12,12,1906,No,Retired,NA,1922-11-06,1922,11,6,NA
lloydbruce1971,Murray,VIC,1971-03-20,20,3,1971,Yes,Retired,NA,1996-01-29,1996,1,29,NA
lloydjames1996,Robertson,NSW,1996-03-02,2,3,1996,No,Defeated,NA,2007-11-24,2007,11,24,NA
longwilliam1928,Lang,NSW,1928-11-17,17,11,1928,No,Defeated,NA,1931-12-19,1931,12,19,NA
lonsdaleedmund1903,New England,NSW,1903-12-16,16,12,1903,No,Defeated,NA,1906-12-12,1906,12,12,NA
luchettianthony1951,Macquarie,NSW,1951-07-28,28,7,1951,Yes,Retired,NA,1975-11-11,1975,11,11,NA
luckaubrey1951,Darwin,TAS,1951-04-28,28,4,1951,No,Until elected for Braddon,1,1955-12-10,1955,12,10,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
luckaubrey1951,Braddon,TAS,1955-12-10,10,12,1955,No,Defeated,NA,1958-11-22,1958,11,22,NA
lucockphilip1952,Lyne,NSW,1952-03-22,22,3,1952,Yes,Retired,NA,1980-09-19,1980,9,19,NA
lusherstephen1974,Hume,NSW,1974-05-18,18,5,1974,No,Defeated,NA,1984-12-01,1984,12,1,NA
lynchjohn1914,Werriwa,NSW,1914-09-05,5,9,1914,No,Defeated,NA,1919-12-13,1919,12,13,NA
lynchphillip1966,Flinders,VIC,1966-11-26,26,11,1966,No,Resigned,NA,1982-10-22,1982,10,22,NA
lynewilliam1901,Hume,NSW,1901-03-29,29,3,1901,No,Defeated,NA,1913-05-31,1913,5,31,NA
lyonsenid1943,Darwin,TAS,1943-08-21,21,8,1943,No,Retired,NA,1951-03-19,1951,3,19,Name of Darwin electorate changed to Braddon by resolution of Parliament following the redistribution of electoral boundaries 1955.
lyonsgeoffrey2010,Bass,TAS,2010-08-21,21,8,2010,No,Defeated,NA,2013-09-07,2013,9,7,NA
lyonsjoseph1929,Wilmot,TAS,1929-10-12,12,10,1929,No,Died,NA,1939-04-07,1939,4,7,NA
mcarthurfergus1984,Corangamite,VIC,1984-02-18,18,2,1984,Yes,Defeated,NA,2007-11-24,2007,11,24,NA
mcbrideemma2016,Dobell,NSW,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
mcbridephilip1931,Grey,SA,1931-12-19,19,12,1931,No,Retired,NA,1937-09-21,1937,9,21,NA
mcbridephilip1931,Wakefield,SA,1946-09-28,28,9,1946,No,Retired,NA,1958-10-14,1958,10,14,NA
mccallwilliam1934,Martin,NSW,1934-09-15,15,9,1934,No,Defeated,NA,1943-08-21,1943,8,21,NA
mccayjames1901,Corinella,VIC,1901-03-29,29,3,1901,No,Defeated,NA,1906-12-12,1906,12,12,NA
mcclellandhugh1931,Wimmera,VIC,1931-12-19,19,12,1931,No,Defeated,NA,1937-10-23,1937,10,23,NA
mcclellandrobert1996,Barton,NSW,1996-03-02,2,3,1996,No,Retired,NA,2013-08-05,2013,8,5,NA
mccolljames1901,Echuca,VIC,1901-03-29,29,3,1901,No,Retired,NA,1906-11-05,1906,11,5,NA
mccolmmalcolm1949,Bowman,QLD,1949-12-10,10,12,1949,No,Defeated,NA,1961-12-09,1961,12,9,NA
mccormackmichael2010,Riverina,NSW,2010-08-21,21,8,2010,No,NA,NA,NA,NA,NA,NA,NA
mcdonaldallan1940,Corangamite,VIC,1940-09-21,21,9,1940,No,Died,NA,1953-06-10,1953,6,10,NA
mcdonaldcharles1901,Kennedy,QLD,1901-03-30,30,3,1901,No,Died,NA,1925-11-13,1925,11,13,NA
mcdonaldfrederick1922,Barton,NSW,1922-12-16,16,12,1922,No,Defeated,NA,1925-11-14,1925,11,14,NA
mcdougallgraeme1996,Griffith,QLD,1996-03-02,2,3,1996,No,Defeated,NA,1998-10-03,1998,10,3,NA
mcdougalljohn1906,Wannon,VIC,1906-12-12,12,12,1906,No,Defeated,NA,1913-05-31,1913,5,31,NA
mceacharnmalcolm1901,Melbourne,VIC,1901-03-29,29,3,1901,No,Voided,NA,1903-12-16,1903,12,16,NA
mcewenjohn1934,Echuca,VIC,1934-09-15,15,9,1934,No,Until elected for Indi,1,1937-10-23,1937,10,23,NA
mcewenjohn1934,Indi,VIC,1937-10-23,23,10,1937,No,Until elected for Murray,1,1949-12-10,1949,12,10,NA
mcewenjohn1934,Murray,VIC,1949-12-10,10,12,1949,No,Resigned,NA,1971-02-01,1971,2,1,NA
mcfarlanejann1998,Stirling,WA,1998-10-03,3,10,1998,No,Defeated,NA,2004-10-09,2004,10,9,NA
mcgauranpeter1983,Gippsland,VIC,1983-03-05,5,3,1983,No,Resigned,NA,2008-04-09,2008,4,9,NA
mcgowancathy2013,Indi,VIC,2013-09-07,7,9,2013,No,NA,NA,NA,NA,NA,NA,NA
mcgrathdavid1913,Ballaarat,VIC,1913-05-31,31,5,1913,No,Defeated,NA,1919-12-13,1919,12,13,Ballarat from federal redistribution 1977
mcgrathdavid1913,Ballaarat,VIC,1920-07-10,10,7,1920,Yes,Died,NA,1934-07-31,1934,7,31,Ballarat from federal redistribution 1977
mcgurenfrank1961,Cowper,NSW,1961-12-09,9,12,1961,No,Defeated,NA,1963-11-30,1963,11,30,NA
mchughjeannette1983,Phillip,NSW,1983-03-05,5,3,1983,No,Until elected for Grayndler,1,1993-03-13,1993,3,13,NA
mchughjeannette1983,Grayndler,NSW,1993-03-13,13,3,1993,No,Retired,NA,1996-01-29,1996,1,29,NA
mchughsydney1938,Wakefield,SA,1938-12-10,10,12,1938,Yes,Defeated,NA,1940-09-21,1940,9,21,NA
mcivorhector1955,Gellibrand,VIC,1955-12-10,10,12,1955,No,Retired,NA,1972-11-02,1972,11,2,NA
mckenziedavid1972,Diamond Valley,VIC,1972-12-02,2,12,1972,No,Defeated,NA,1975-12-13,1975,12,13,NA
mckewmaxine2007,Bennelong,NSW,2007-11-24,24,11,2007,No,Defeated,NA,2010-08-21,2010,8,21,NA
mclachlanian1990,Barker,SA,1990-03-24,24,3,1990,No,Retired,NA,1998-08-31,1998,8,31,NA
mcleanallan1901,Gippsland,VIC,1901-03-29,29,3,1901,No,Defeated,NA,1906-12-12,1906,12,12,NA
mcleanfrancis1901,Lang,NSW,1901-03-29,29,3,1901,No,Retired,NA,1903-11-23,1903,11,23,NA
mcleanross1975,Perth,WA,1975-12-13,13,12,1975,No,Defeated,NA,1983-03-05,1983,3,5,NA
mcleayjohn1949,Boothby,SA,1949-12-10,10,12,1949,No,Retired,NA,1966-10-31,1966,10,31,NA
mcleayjohn1966,Boothby,SA,1966-11-26,26,11,1966,No,Resigned,NA,1981-01-22,1981,1,22,NA
mcleayleo1979,Grayndler,NSW,1979-06-23,23,6,1979,Yes,Until elected for Watson,1,1993-03-13,1993,3,13,NA
mcleayleo1979,Watson,NSW,1993-03-13,13,3,1993,No,Retired,NA,2004-08-31,2004,8,31,NA
mcleoddonald1940,Wannon,VIC,1940-09-21,21,9,1940,No,Defeated,NA,1949-12-10,1949,12,10,NA
mcleoddonald1940,Wannon,VIC,1951-04-28,28,4,1951,No,Retired,NA,1955-11-04,1955,11,4,NA
mcmahonjames1975,Sydney,NSW,1975-12-13,13,12,1975,No,Retired,NA,1983-02-04,1983,2,4,NA
mcmahonwilliam1949,Lowe,NSW,1949-12-10,10,12,1949,No,Resigned,NA,1982-01-04,1982,1,4,NA
mcmillanwilliam1901,Wentworth,NSW,1901-03-29,29,3,1901,No,Retired,NA,1903-11-23,1903,11,23,NA
mcmullanrobert1996,Canberra,ACT,1996-03-02,2,3,1996,No,Until elected for Fraser,1,1998-10-03,1998,10,3,NA
mcmullanrobert1996,Fraser,ACT,1998-10-03,3,10,1998,No,Retired,NA,2010-07-19,2010,7,19,NA
mcnamarakaren2013,Dobell,NSW,2013-09-07,7,9,2013,No,Defeated,NA,2016-07-02,2016,7,2,NA
mcneilljohn1922,Wannon,VIC,1922-12-16,16,12,1922,No,Defeated,NA,1925-11-14,1925,11,14,NA
mcneilljohn1922,Wannon,VIC,1929-10-12,12,10,1929,No,Defeated,NA,1931-12-19,1931,12,19,NA
mcneillneil1961,Canning,WA,1961-12-09,9,12,1961,No,Defeated,NA,1963-11-30,1963,11,30,NA
mcnicollwalter1931,Werriwa,NSW,1931-12-19,19,12,1931,No,Resigned,NA,1934-08-02,1934,8,2,NA
mcnicollwalter1931,Goldstein,VIC,1984-12-01,1,12,1984,No,Retired,NA,1990-02-19,1990,2,19,NA
mctiernanedward1929,Parkes,NSW,1929-10-12,12,10,1929,No,Resigned,NA,1930-12-19,1930,12,19,NA
mcveightom1972,Darling Downs,QLD,1972-12-02,2,12,1972,No,Until elected for Groom,1,1984-12-01,1984,12,1,NA
mcveightom1972,Groom,QLD,1984-12-01,1,12,1984,No,Resigned,NA,1988-02-29,1988,2,29,NA
mcveighjohn2016,Groom,QLD,2016-07-02,2,7,2016,No,NA,NA,NA,NA,NA,NA,NA
mcwilliamswilliam1903,Franklin,TAS,1903-12-16,16,12,1903,No,Defeated,NA,1922-12-16,1922,12,16,NA
mcwilliamswilliam1903,Franklin,TAS,1928-11-17,17,11,1928,No,Died,NA,1929-10-22,1929,10,22,NA
macdonaldpatersonthomas1901,Brisbane,QLD,1901-03-30,30,3,1901,No,Defeated,NA,1903-12-16,1903,12,16,NA
macfarlaneian1998,Groom,QLD,1998-10-03,3,10,1998,No,Retired,NA,2016-05-09,2016,5,9,NA
mackedward1990,North Sydney,NSW,1990-03-24,24,3,1990,No,Retired,NA,1996-01-29,1996,1,29,NA
mackaygeorge1917,Lilley,QLD,1917-05-05,5,5,1917,No,Retired,NA,1934-08-07,1934,8,7,NA
mackaymalcolm1963,Evans,NSW,1963-11-30,30,11,1963,No,Defeated,NA,1972-12-02,1972,12,2,NA
mackellarmichael1969,Warringah,NSW,1969-10-25,25,10,1969,No,Resigned,NA,1994-02-18,1994,2,18,NA
mackenziealexander1975,Calare,NSW,1975-12-13,13,12,1975,No,Defeated,NA,1983-03-05,1983,3,5,NA
mackinnonewen1949,Wannon,VIC,1949-12-10,10,12,1949,No,Defeated,NA,1951-04-28,1951,4,28,NA
mackinnonewen1949,Corangamite,VIC,1953-08-29,29,8,1953,Yes,Retired,NA,1966-10-31,1966,10,31,NA
macklinjenny1996,Jagajaga,VIC,1996-03-02,2,3,1996,No,NA,NA,NA,NA,NA,NA,NA
macpheeian1974,Balaclava,VIC,1974-05-18,18,5,1974,No,Until elected for Goldstein,1,1984-12-01,1984,12,1,NA
macpheeian1974,Goldstein,VIC,1984-12-01,1,12,1984,No,Retired,NA,1990-02-19,1990,2,19,NA
mactiernanalannah2013,Perth,WA,2013-09-07,7,9,2013,No,Retired,NA,2016-05-09,2016,5,9,NA
mahermichael1982,Lowe,NSW,1982-03-13,13,3,1982,Yes,Defeated,NA,1987-07-11,1987,7,11,NA
mahonhugh1901,Coolgardie,WA,1901-03-29,29,3,1901,No,Defeated,NA,1913-05-31,1913,5,31,NA
