original; corrected
harmers haven; harmers_haven
jam jerrup; jam_jerrup
lance creek; lance_creek
lang lang; lang_lang
pioneer bay; pioneer_bay
powlett river; powlett_river
san remo; san_remo
smiths beach; smiths_beach
st clair; st_clair
sunderland bay; sunderland_bay
sunset strip; sunset_strip
surf beach; surf_beach
tenby point; tenby_point
the gurdies; the_gurdies
wattle bank; wattle_bank
west creek; west_creek
wimbledon heights; wimbledon_heights
wonthaggi north; wonthaggi_north
allambee south; allambee_south
berrys creek; berrys_creek
boolarra south; boolarra_south
darby river; darby_river
dumbalk north; dumbalk_north
fish creek; fish_creek
foster north; foster_north
hazel park; hazel_park
kardella south; kardella_south
korumburra south; korumburra_south
leongatha north; leongatha_north
leongatha south; leongatha_south
middle tarwin; middle_tarwin
mirboo east; mirboo_east
mirboo north; mirboo_north
mount best; mount_best
mount eccles; mount_eccles
mount eccles south; mount_eccles_south
poowong east; poowong_east
poowong north; poowong_north
port franklin; port_franklin
port welshpool; port_welshpool
pound creek; pound_creek
sandy point; sandy_point
tarwin lower; tarwin_lower
tidal river; tidal_river
toora north; toora_north
turtons creek; turtons_creek
venus bay; venus_bay
walkerville south; walkerville_south
waratah bay; waratah_bay
wild dog valley; wild_dog_valley
wilsons promontory; wilsons_promontory
woorarra east; woorarra_east
woorarra west; woorarra_west
allambee reserve; allambee_reserve
baw baw; baw_baw
baw baw village; baw_baw_village
bona vista; bona_vista
brandy creek; brandy_creek
buln buln; buln_buln
buln buln east; buln_buln_east
coopers creek; coopers_creek
drouin east; drouin_east
drouin south; drouin_south
drouin west; drouin_west
fumina south; fumina_south
gentle annie; gentle_annie
heath hill; heath_hill
hill end; hill_end
icy creek; icy_creek
jacob creek; jacob_creek
loch valley; loch_valley
longwarry north; longwarry_north
mirboo south; mirboo_south
mountain view; mountain_view
neerim east; neerim_east
neerim junction; neerim_junction
neerim north; neerim_north
neerim south; neerim_south
nilma north; nilma_north
shady creek; shady_creek
tanjil bren; tanjil_bren
tanjil south; tanjil_south
tetoora road; tetoora_road
thorpdale south; thorpdale_south
trafalgar east; trafalgar_east
trafalgar south; trafalgar_south
warragul south; warragul_south
warragul west; warragul_west
willow grove; willow_grove
yarragon south; yarragon_south
glengarry north; glengarry_north
glengarry west; glengarry_west
grand ridge; grand_ridge
hazelwood north; hazelwood_north
hazelwood south; hazelwood_south
hernes oak; hernes_oak
jeeralang junction; jeeralang_junction
loy yang; loy_yang
mid valley; mid_valley
moe south; moe_south
mount tassie; mount_tassie
traralgon east; traralgon_east
traralgon south; traralgon_south
yallourn north; yallourn_north
yinnar south; yinnar_south
alberton west; alberton_west
budgee budgee; budgee_budgee
bushy park; bushy_park
callignee north; callignee_north
callignee south; callignee_south
carrajung lower; carrajung_lower
carrajung south; carrajung_south
crooked river; crooked_river
devon north; devon_north
dutson downs; dutson_downs
flamingo beach; flamingo_beach
flynns creek; flynns_creek
giffard west; giffard_west
glen falloch; glen_falloch
glomar beach; glomar_beach
golden beach; golden_beach
hollands landing; hollands_landing
howitt plains; howitt_plains
jack river; jack_river
lake wellington; lake_wellington
licola north; licola_north
loch sport; loch_sport
macks creek; macks_creek
maffra west upper; maffra_west_upper
manns beach; manns_beach
mcloughlins beach; mcloughlins_beach
nap nap marra; nap_nap_marra
ocean grange; ocean_grange
paradise beach; paradise_beach
perry bridge; perry_bridge
port albert; port_albert
robertsons beach; robertsons_beach
sale east; sale_east
snake island; snake_island
staceys bridge; staceys_bridge
tarra valley; tarra_valley
the heart; the_heart
the honeysuckles; the_honeysuckles
tinamba west; tinamba_west
valencia creek; valencia_creek
walhalla east; walhalla_east
willung south; willung_south
won wron; won_wron
woodside beach; woodside_beach
woodside north; woodside_north
anglers rest; anglers_rest
banksia peninsula; banksia_peninsula
bellbird creek; bellbird_creek
bemm river; bemm_river
bete bolong; bete_bolong
bete bolong north; bete_bolong_north
bingo munjie; bingo_munjie
boole poole; boole_poole
brodribb river; brodribb_river
buchan south; buchan_south
butchers ridge; butchers_ridge
cabbage tree creek; cabbage_tree_creek
cann river; cann_river
cape conran; cape_conran
chandlers creek; chandlers_creek
clifton creek; clifton_creek
club terrace; club_terrace
deddick valley; deddick_valley
delegate river; delegate_river
doctors flat; doctors_flat
double bridges; double_bridges
eagle point; eagle_point
east bairnsdale; east_bairnsdale
ensay north; ensay_north
flaggy creek; flaggy_creek
forge creek; forge_creek
gipsy point; gipsy_point
glen valley; glen_valley
glen wills; glen_wills
goon nure; goon_nure
granite rock; granite_rock
iguana creek; iguana_creek
kalimna west; kalimna_west
lake bunga; lake_bunga
lake tyers; lake_tyers
lake tyers beach; lake_tyers_beach
lakes entrance; lakes_entrance
lindenow south; lindenow_south
maramingo creek; maramingo_creek
mount taylor; mount_taylor
newlands arm; newlands_arm
noorinbee north; noorinbee_north
nowa nowa; nowa_nowa
omeo valley; omeo_valley
raymond island; raymond_island
reedy flat; reedy_flat
simpsons creek; simpsons_creek
suggan buggan; suggan_buggan
swan reach; swan_reach
swifts creek; swifts_creek
tambo crossing; tambo_crossing
tambo upper; tambo_upper
tonghi creek; tonghi_creek
toorloo arm; toorloo_arm
w tree; w_tree
wingan river; wingan_river
wombat creek; wombat_creek
wuk wuk; wuk_wuk
wulgulmerang east; wulgulmerang_east
wulgulmerang west; wulgulmerang_west
wy yung; wy_yung
buffalo river; buffalo_river
coral bank; coral_bank
dinner plain; dinner_plain
falls creek; falls_creek
glen creek; glen_creek
hotham heights; hotham_heights
kergunyah south; kergunyah_south
mongans bridge; mongans_bridge
mount beauty; mount_beauty
mount buffalo; mount_buffalo
mount hotham; mount_hotham
nug nug; nug_nug
running creek; running_creek
tawonga south; tawonga_south
upper gundowring; upper_gundowring
colac colac; colac_colac
georges creek; georges_creek
guys forest; guys_forest
jarvis creek; jarvis_creek
mitta mitta; mitta_mitta
mount alfred; mount_alfred
nariel valley; nariel_valley
old tallangatta; old_tallangatta
pine mountain; pine_mountain
tallangatta east; tallangatta_east
tallangatta south; tallangatta_south
tallangatta valley; tallangatta_valley
thowgla valley; thowgla_valley
tom groggin; tom_groggin
towong upper; towong_upper
barnawartha north; barnawartha_north
castle creek; castle_creek
gateway island; gateway_island
hume weir; hume_weir
huon creek; huon_creek
wodonga west; wodonga_west
allans flat; allans_flat
browns plains; browns_plains
chiltern valley; chiltern_valley
indigo valley; indigo_valley
osbornes flat; osbornes_flat
sandy creek; sandy_creek
staghorn flat; staghorn_flat
boorhaman east; boorhaman_east
boorhaman north; boorhaman_north
bowmans forest; bowmans_forest
cheshunt south; cheshunt_south
dockers plains; dockers_plains
edi upper; edi_upper
everton upper; everton_upper
greta south; greta_south
greta west; greta_west
king valley; king_valley
meadow creek; meadow_creek
oxley flats; oxley_flats
peechelba east; peechelba_east
rose river; rose_river
wangaratta east; wangaratta_east
wangaratta north; wangaratta_north
wangaratta south; wangaratta_south
whorouly east; whorouly_east
whorouly south; whorouly_south
bonnie doon; bonnie_doon
bridge creek; bridge_creek
gaffneys creek; gaffneys_creek
goughs bay; goughs_bay
howes creek; howes_creek
howqua hills; howqua_hills
howqua inlet; howqua_inlet
howqua plains; howqua_plains
lake eildon; lake_eildon
macs cove; macs_cove
mount buller; mount_buller
mountain bay; mountain_bay
sawmill settlement; sawmill_settlement
woods point; woods_point
broken creek; broken_creek
bungeet west; bungeet_west
chesney vale; chesney_vale
glenrowan west; glenrowan_west
lima east; lima_east
lima south; lima_south
lurg upper; lurg_upper
major plains; major_plains
mount bruno; mount_bruno
upper ryans creek; upper_ryans_creek
winton north; winton_north
cosgrove south; cosgrove_south
dookie college; dookie_college
girgarre east; girgarre_east
invergordon south; invergordon_south
katandra west; katandra_west
kialla east; kialla_east
kialla west; kialla_west
kyabram south; kyabram_south
mooroopna north; mooroopna_north
mooroopna north west; mooroopna_north_west
mount major; mount_major
murchison east; murchison_east
murchison north; murchison_north
pine lodge; pine_lodge
shepparton east; shepparton_east
shepparton north; shepparton_north
st germains; st_germains
stanhope south; stanhope_south
tamleugh north; tamleugh_north
tatura east; tatura_east
toolamba west; toolamba_west
boweya north; boweya_north
burramine south; burramine_south
cobram east; cobram_east
katamatite east; katamatite_east
lake rowan; lake_rowan
lower moira; lower_moira
picola west; picola_west
st james; st_james
yabba north; yabba_north
yabba south; yabba_south
yarrawonga south; yarrawonga_south
arcadia south; arcadia_south
boho south; boho_south
creek junction; creek_junction
creightons creek; creightons_creek
goulburn weir; goulburn_weir
kelvin view; kelvin_view
kirwins bridge; kirwins_bridge
longwood east; longwood_east
moormbool west; moormbool_west
riggs creek; riggs_creek
sheans creek; sheans_creek
upton hill; upton_hill
violet town; violet_town
