sitting,topic,gov,median,upper,lower
7,33,1,-2.4015458056493486,-2.2460226327466,-2.592985816249216
7,34,1,-1.1680083807472381,-0.11600727563126273,-2.1115367031413297
7,35,1,-2.2307007498026534,-2.0672579834800766,-2.419904133981522
7,36,1,-2.0983866927007853,-1.9109784550740498,-2.2956642404799235
7,37,1,-1.8176172316217507,-1.6458644868435908,-1.9872583210548467
7,38,1,-2.314651162785223,-2.143338082521395,-2.485895554863278
7,39,1,-2.438183829472128,-2.2644794169493703,-2.6327829354646095
7,40,1,-0.636997047736241,-0.3122532113743873,-1.005976817408096
8,1,1,-1.507620385171977,-1.3006336105810903,-1.7221758257375488
8,2,1,-1.0856177523162205,-0.8330002071596134,-1.4342017454547342
8,3,1,-1.128896154017295,-0.9178800678748557,-1.3589197526166747
8,4,1,-1.7962271840523587,-1.5879813753831098,-2.007610607765371
8,5,1,-1.8282835619473707,-1.6238217865527536,-2.062493257860957
8,6,1,-1.7377002356051774,-1.5249726548173863,-1.9462016409380378
8,7,1,-1.136117339996714,-0.898973335159728,-1.4091452979360721
8,8,1,-0.07514271857008786,0.6272510406144906,-0.9209440425873197
8,9,1,-1.04430484589803,-0.7842186808381397,-1.3451478280448423
8,10,1,-1.1232047502843665,-0.8350336347428577,-1.4890308575018656
8,11,1,-1.7329421656675554,-1.5406582278582222,-1.947722168988402
8,12,1,-1.158664462204221,-0.8956405803293055,-1.4175607050531989
8,13,1,-2.092895417894158,-1.8888902555886407,-2.2985286419087894
8,14,1,-2.2290850460315417,-2.0058736171006855,-2.4385373837319904
8,15,1,-1.401142092152314,-1.1856862447500363,-1.5997092537311075
8,16,1,-0.5501291527031131,-0.3585271219663804,-0.7763851620654688
8,17,1,-2.221353208915678,-2.0188839161847323,-2.471555909321921
8,18,1,-1.6308999601564926,-1.3770659837017003,-1.966749361621996
8,19,1,-1.8933086284161929,-1.559904205344303,-2.178546195072756
8,20,1,-0.9794346274295904,-0.637368996626321,-1.2583670360915509
8,21,1,-2.111993706858235,-1.9114441352957776,-2.3270848928932515
8,22,1,-1.9183595690820059,-1.7160997652554295,-2.157125135991165
8,23,1,-2.040535267747293,-1.8492226529633082,-2.2691749892586155
8,24,1,-2.3712845703244643,-2.163544154676278,-2.623148728520819
8,25,1,-0.9468386548494503,-0.04872766014216916,-1.7893377461728446
8,26,1,-2.0393262145624678,-1.8482649303109895,-2.265776476565161
8,27,1,-1.004468263575272,-0.6629923338249686,-1.2691228124609963
