sitting,topic,gov,median,upper,lower
617,6,26,-0.8078426348364898,-0.5860533254705468,-1.0298273656408907
617,7,26,-0.7745760993754931,-0.5636612826429962,-0.9809462932228304
617,8,26,-0.6781348092469532,-0.45812787004991334,-0.8998162048746736
617,9,26,-1.2410449350680341,-1.0413506235808148,-1.4510253309015464
617,10,26,-0.7027081829276822,-0.5051112184878028,-0.9052051574141469
617,11,26,-0.6103162065630287,-0.40427480652663084,-0.8073572062820391
617,12,26,-0.48446339561321883,-0.2628429656424124,-0.7033111230239575
617,13,26,-1.069018056269229,-0.8676022775512452,-1.268489201348658
617,14,26,-0.23453691923424652,-0.017582900011474153,-0.45443585685971066
617,15,26,-0.597917937277108,-0.39029194795905814,-0.8069639832004399
617,16,26,-1.060127660345696,-0.8435354340990949,-1.2743198105181213
617,17,26,0.20996087611380956,0.41832433315391904,0.004761383467261791
617,18,26,-0.5194296666185505,-0.3070182266988098,-0.7193500633043418
618,1,26,1.5872443369549472,1.7803931054234519,1.3868603139747477
618,2,26,-0.9199152373544974,-0.6840109952586911,-1.1522536638877339
618,3,26,-0.33286658404734804,-0.1086043373013458,-0.54955106490961
618,4,26,-0.3409138106557919,-0.09958307861057047,-0.5759480690323596
618,5,26,0.3069895912942833,0.5170801986865018,0.09278725373165629
618,6,26,-0.8433069020812984,-0.6131938153546552,-1.0729330322124369
618,7,26,-0.7503274749602133,-0.5180757480528131,-0.9797636677408639
618,8,26,-0.6422410375290512,-0.41471415457577837,-0.8740237257367952
618,9,26,-1.2674962703425887,-1.0443508633704082,-1.4765545529816984
618,10,26,-0.7277447673745627,-0.5170055558103814,-0.9383201900812848
618,11,26,-0.6409384507659652,-0.43239309963106615,-0.8537818260971285
618,12,26,-0.4874352406853847,-0.24019122214791683,-0.7210269244309699
618,13,26,-1.0530608217212247,-0.8407279273639923,-1.2671120167832102
618,14,26,-0.2150494463935207,0.016553123354823278,-0.4496100121932945
618,15,26,-0.6327865557227332,-0.4120470781882122,-0.8451648700384039
618,16,26,-1.1603627705212185,-0.9435815391287705,-1.370545389170351
618,17,26,0.21619463732653066,0.44483810055955486,-0.0033805181484602357
618,18,26,-0.4905476098107612,-0.27462208483427886,-0.71630062462749
619,1,26,1.6411732736003461,1.8377098902377247,1.4487541186022348
619,2,26,-0.9174865655169804,-0.6928416863779261,-1.1452233540445527
619,3,26,-0.31125006816150574,-0.08961189180943721,-0.5238666743359758
619,4,26,-0.3638024174862979,-0.13981157071715344,-0.5932715858901225
619,5,26,0.32330852270915866,0.5342179187700165,0.1157404251975721
619,6,26,-0.8959749078890337,-0.6776839910269197,-1.1129014002113997
619,7,26,-0.7491485351774079,-0.5239332414067062,-0.9637736691378609
619,8,26,-0.643155548977022,-0.41269285165337105,-0.865983126640676
619,9,26,-1.278708688027002,-1.0693853981802786,-1.484389720831656
619,10,26,-0.7255537726921077,-0.5131079049439771,-0.9305630044212979
619,11,26,-0.6568550417171373,-0.4488173226752126,-0.8570268481791504
619,12,26,-0.49969277520322175,-0.2710617818193666,-0.7323503074674897
619,13,26,-1.047123001608988,-0.8347847372906283,-1.2572932471375247
619,14,26,-0.19901105418405335,0.029491572011411858,-0.4273743516197901
619,15,26,-0.6804178527873309,-0.4665221908351979,-0.896512526591364
619,16,26,-1.1315962413339404,-0.9073781791355597,-1.3465779353291025
619,17,26,0.2638463031691865,0.49286856270080104,0.03577892332712853
619,18,26,-0.5464717628616058,-0.3360415329719306,-0.7566397537631444
620,1,26,1.6578867395413133,1.845195665121915,1.4688431654005933
620,2,26,-0.8926947030013338,-0.6601283291662009,-1.109442070843202
620,3,26,-0.35833066151089904,-0.15337232994847988,-0.5685915854859297
620,4,26,-0.4270517496335976,-0.2103083089962447,-0.6449601780387227
620,5,26,0.2538940476634408,0.4544454706037821,0.06359659454209064
620,6,26,-0.8609736141131663,-0.6400876575258254,-1.0697502873073979
620,7,26,-0.7814025726707039,-0.563813454935024,-0.9901335258378579
620,8,26,-0.7027255074823671,-0.49256190805177,-0.9267465675894501
620,9,26,-1.2616502884884433,-1.0593510063044833,-1.4727400681200242
620,10,26,-0.7270192326193107,-0.5239085192047068,-0.9312467104847542
620,11,26,-0.6022028595946325,-0.39437154189330587,-0.8112059263513023
620,12,26,-0.5438149019744922,-0.31892128872654596,-0.7582227185168112
620,13,26,-1.0842021878567225,-0.8785151315799253,-1.2851223196654524
620,14,26,-0.20791612157324968,0.019674645604681268,-0.4345709632800923
620,15,26,-0.653941075868895,-0.440912647270284,-0.8684486105722056
620,16,26,-1.1960584782077608,-0.9864976321186875,-1.3990644710734343
620,17,26,0.19619403391236617,0.41055591299014055,-0.014478885687954784
620,18,26,-0.46597604777183954,-0.25614229459719506,-0.6818262922960834
621,1,26,1.5823004889033965,1.767077377821643,1.3950064624752918
621,2,26,-0.9362777223523643,-0.718847841857393,-1.149815392433643
621,3,26,-0.3279452769667765,-0.10863276778398753,-0.5396361198571504
621,4,26,-0.3529506752673209,-0.13070851116887444,-0.5825273935619684
621,5,26,0.3066702197829674,0.5108088742927095,0.10613192885172787
621,6,26,-0.8779061889538121,-0.6583852749354496,-1.0899387623213586
621,7,26,-0.8075356807707597,-0.6002742696521536,-1.0156606967808472
621,8,26,-0.6075571606783299,-0.36862770011815854,-0.8385121852347707
621,9,26,-1.3021551314090296,-1.095749955818017,-1.5029834260745627
621,10,26,-0.681922449884166,-0.4657824153810087,-0.8904639103596974
621,11,26,-0.639106744939565,-0.44254258392412715,-0.8430426275433577
621,12,26,-0.5545199966563539,-0.3401969586494506,-0.7654360561280192
621,13,26,-1.0570986300622918,-0.8513184706329155,-1.2756844769035602
